cell,r_center_cm,phi_0
91,1.83000000e+00,4.06521917e+00
92,1.85000000e+00,4.06596446e+00
93,1.87000000e+00,4.06671793e+00
94,1.89000000e+00,4.06747959e+00
95,1.91000000e+00,4.06824945e+00
96,1.93000000e+00,4.06902750e+00
97,1.95000000e+00,4.06981375e+00
98,1.97000000e+00,4.07060820e+00
99,1.99000000e+00,4.07141085e+00
100,2.01000000e+00,4.07222171e+00
101,2.03000000e+00,4.07304079e+00
102,2.05000000e+00,4.07386807e+00
103,2.07000000e+00,4.07470357e+00
104,2.09000000e+00,4.07554729e+00
105,2.11000000e+00,4.07639923e+00
106,2.13000000e+00,4.07725939e+00
107,2.15000000e+00,4.07812779e+00
108,2.17000000e+00,4.07900441e+00
109,2.19000000e+00,4.07988927e+00
110,2.21000000e+00,4.08078236e+00
111,2.23000000e+00,4.08168370e+00
112,2.25000000e+00,4.08259327e+00
113,2.27000000e+00,4.08351110e+00
114,2.29000000e+00,4.08443718e+00
115,2.31000000e+00,4.08537151e+00
116,2.33000000e+00,4.08631409e+00
117,2.35000000e+00,4.08726494e+00
118,2.37000000e+00,4.08822405e+00
119,2.39000000e+00,4.08919143e+00
120,2.41000000e+00,4.09016708e+00
121,2.43000000e+00,4.09115100e+00
122,2.45000000e+00,4.09214320e+00
123,2.47000000e+00,4.09314368e+00
124,2.49000000e+00,4.09415244e+00
125,2.51000000e+00,4.09516950e+00
126,2.53000000e+00,4.09619485e+00
127,2.55000000e+00,4.09722849e+00
128,2.57000000e+00,4.09827043e+00
129,2.59000000e+00,4.09932067e+00
130,2.61000000e+00,4.10037923e+00
131,2.63000000e+00,4.10144609e+00
132,2.65000000e+00,4.10252127e+00
133,2.67000000e+00,4.10360476e+00
134,2.69000000e+00,4.10469658e+00
135,2.71000000e+00,4.10579672e+00
136,2.73000000e+00,4.10690520e+00
137,2.75000000e+00,4.10802201e+00
138,2.77000000e+00,4.10914716e+00
139,2.79000000e+00,4.11028064e+00
140,2.81000000e+00,4.11142248e+00
141,2.83000000e+00,4.11257267e+00
142,2.85000000e+00,4.11373121e+00
143,2.87000000e+00,4.11489811e+00
144,2.89000000e+00,4.11607337e+00
145,2.91000000e+00,4.11725700e+00
146,2.93000000e+00,4.11844900e+00
147,2.95000000e+00,4.11964938e+00
148,2.97000000e+00,4.12085814e+00
149,2.99000000e+00,4.12207528e+00
150,3.01000000e+00,4.12330081e+00
151,3.03000000e+00,4.12453474e+00
152,3.05000000e+00,4.12577706e+00
153,3.07000000e+00,4.12702778e+00
154,3.09000000e+00,4.12828692e+00
155,3.11000000e+00,4.12955446e+00
156,3.13000000e+00,4.13083042e+00
157,3.15000000e+00,4.13211480e+00
158,3.17000000e+00,4.13340760e+00
159,3.19000000e+00,4.13470883e+00
160,3.21000000e+00,4.13601850e+00
161,3.23000000e+00,4.13733661e+00
162,3.25000000e+00,4.13866316e+00
163,3.27000000e+00,4.13999816e+00
164,3.29000000e+00,4.14134161e+00
165,3.31000000e+00,4.14269352e+00
166,3.33000000e+00,4.14405390e+00
167,3.35000000e+00,4.14542274e+00
168,3.37000000e+00,4.14680006e+00
169,3.39000000e+00,4.14818585e+00
170,3.41000000e+00,4.14958013e+00
171,3.43000000e+00,4.15098289e+00
172,3.45000000e+00,4.15239415e+00
173,3.47000000e+00,4.15381391e+00
174,3.49000000e+00,4.15524217e+00
175,3.51000000e+00,4.15667893e+00
176,3.53000000e+00,4.15812422e+00
177,3.55000000e+00,4.15957802e+00
178,3.57000000e+00,4.16104034e+00
179,3.59000000e+00,4.16251120e+00
180,3.61000000e+00,4.16399058e+00
181,3.63000000e+00,4.16547851e+00
182,3.65000000e+00,4.16697499e+00
183,3.67000000e+00,4.16848001e+00
184,3.69000000e+00,4.16999359e+00
185,3.71000000e+00,4.17151574e+00
186,3.73000000e+00,4.17304645e+00
187,3.75000000e+00,4.17458573e+00
188,3.77000000e+00,4.17613359e+00
189,3.79000000e+00,4.17769004e+00
190,3.81000000e+00,4.17925507e+00
191,3.83000000e+00,4.18082870e+00
192,3.85000000e+00,4.18241093e+00
193,3.87000000e+00,4.18400177e+00
194,3.89000000e+00,4.18560122e+00
195,3.91000000e+00,4.18720929e+00
196,3.93000000e+00,4.18882598e+00
197,3.95000000e+00,4.19045130e+00
198,3.97000000e+00,4.19208525e+00
199,3.99000000e+00,4.19372785e+00
200,4.01000000e+00,4.19537910e+00
201,4.03000000e+00,4.19703900e+00
202,4.05000000e+00,4.19870756e+00
203,4.07000000e+00,4.20038478e+00
204,4.09000000e+00,4.20207068e+00
205,4.11000000e+00,4.20376525e+00
206,4.13000000e+00,4.20546851e+00
207,4.15000000e+00,4.20718045e+00
208,4.17000000e+00,4.20890110e+00
209,4.19000000e+00,4.21063044e+00
210,4.21000000e+00,4.21236850e+00
211,4.23000000e+00,4.21411526e+00
212,4.25000000e+00,4.21587075e+00
213,4.27000000e+00,4.21763497e+00
214,4.29000000e+00,4.21940792e+00
215,4.31000000e+00,4.22118961e+00
216,4.33000000e+00,4.22298005e+00
217,4.35000000e+00,4.22477924e+00
218,4.37000000e+00,4.22658719e+00
219,4.39000000e+00,4.22840391e+00
220,4.41000000e+00,4.23022940e+00
221,4.43000000e+00,4.23206367e+00
222,4.45000000e+00,4.23390673e+00
223,4.47000000e+00,4.23575857e+00
224,4.49000000e+00,4.23761922e+00
225,4.51000000e+00,4.23948868e+00
226,4.53000000e+00,4.24136694e+00
227,4.55000000e+00,4.24325403e+00
228,4.57000000e+00,4.24514994e+00
229,4.59000000e+00,4.24705469e+00
230,4.61000000e+00,4.24896828e+00
231,4.63000000e+00,4.25089071e+00
232,4.65000000e+00,4.25282200e+00
233,4.67000000e+00,4.25476215e+00
234,4.69000000e+00,4.25671117e+00
235,4.71000000e+00,4.25866906e+00
236,4.73000000e+00,4.26063583e+00
237,4.75000000e+00,4.26261150e+00
238,4.77000000e+00,4.26459606e+00
239,4.79000000e+00,4.26658953e+00
240,4.81000000e+00,4.26859190e+00
241,4.83000000e+00,4.27060320e+00
242,4.85000000e+00,4.27262342e+00
243,4.87000000e+00,4.27465257e+00
244,4.89000000e+00,4.27669066e+00
245,4.91000000e+00,4.27873771e+00
246,4.93000000e+00,4.28079370e+00
247,4.95000000e+00,4.28285866e+00
248,4.97000000e+00,4.28493259e+00
249,4.99000000e+00,4.28701550e+00
250,5.01000000e+00,4.28910739e+00
251,5.03000000e+00,4.29120827e+00
252,5.05000000e+00,4.29331815e+00
253,5.07000000e+00,4.29543705e+00
254,5.09000000e+00,4.29756495e+00
255,5.11000000e+00,4.29970188e+00
256,5.13000000e+00,4.30184785e+00
257,5.15000000e+00,4.30400285e+00
258,5.17000000e+00,4.30616689e+00
259,5.19000000e+00,4.30834000e+00
260,5.21000000e+00,4.31052216e+00
261,5.23000000e+00,4.31271339e+00
262,5.25000000e+00,4.31491371e+00
263,5.27000000e+00,4.31712311e+00
264,5.29000000e+00,4.31934160e+00
265,5.31000000e+00,4.32156919e+00
266,5.33000000e+00,4.32380590e+00
267,5.35000000e+00,4.32605172e+00
268,5.37000000e+00,4.32830667e+00
269,5.39000000e+00,4.33057076e+00
270,5.41000000e+00,4.33284399e+00
271,5.43000000e+00,4.33512637e+00
272,5.45000000e+00,4.33741791e+00
273,5.47000000e+00,4.33971861e+00
274,5.49000000e+00,4.34202850e+00
275,5.51000000e+00,4.34434756e+00
276,5.53000000e+00,4.34667582e+00
277,5.55000000e+00,4.34901329e+00
278,5.57000000e+00,4.35135996e+00
279,5.59000000e+00,4.35371585e+00
280,5.61000000e+00,4.35608096e+00
281,5.63000000e+00,4.35845532e+00
282,5.65000000e+00,4.36083891e+00
283,5.67000000e+00,4.36323176e+00
284,5.69000000e+00,4.36563388e+00
285,5.71000000e+00,4.36804526e+00
286,5.73000000e+00,4.37046592e+00
287,5.75000000e+00,4.37289587e+00
288,5.77000000e+00,4.37533511e+00
289,5.79000000e+00,4.37778366e+00
290,5.81000000e+00,4.38024153e+00
291,5.83000000e+00,4.38270871e+00
292,5.85000000e+00,4.38518524e+00
293,5.87000000e+00,4.38767110e+00
294,5.89000000e+00,4.39016631e+00
295,5.91000000e+00,4.39267088e+00
296,5.93000000e+00,4.39518482e+00
297,5.95000000e+00,4.39770814e+00
298,5.97000000e+00,4.40024084e+00
299,5.99000000e+00,4.40278294e+00
300,6.01000000e+00,4.40533445e+00
301,6.03000000e+00,4.40789537e+00
302,6.05000000e+00,4.41046571e+00
303,6.07000000e+00,4.41304549e+00
304,6.09000000e+00,4.41563471e+00
305,6.11000000e+00,4.41823338e+00
306,6.13000000e+00,4.42084151e+00
307,6.15000000e+00,4.42345911e+00
308,6.17000000e+00,4.42608620e+00
309,6.19000000e+00,4.42872277e+00
310,6.21000000e+00,4.43136884e+00
311,6.23000000e+00,4.43402442e+00
312,6.25000000e+00,4.43668952e+00
313,6.27000000e+00,4.43936415e+00
314,6.29000000e+00,4.44204832e+00
315,6.31000000e+00,4.44474204e+00
316,6.33000000e+00,4.44744531e+00
317,6.35000000e+00,4.45015815e+00
318,6.37000000e+00,4.45288057e+00
319,6.39000000e+00,4.45561257e+00
320,6.41000000e+00,4.45835417e+00
321,6.43000000e+00,4.46110538e+00
322,6.45000000e+00,4.46386621e+00
323,6.47000000e+00,4.46663666e+00
324,6.49000000e+00,4.46941675e+00
325,6.51000000e+00,4.47220649e+00
326,6.53000000e+00,4.47500589e+00
327,6.55000000e+00,4.47781495e+00
328,6.57000000e+00,4.48063369e+00
329,6.59000000e+00,4.48346212e+00
330,6.61000000e+00,4.48630025e+00
331,6.63000000e+00,4.48914808e+00
332,6.65000000e+00,4.49200564e+00
333,6.67000000e+00,4.49487292e+00
334,6.69000000e+00,4.49774994e+00
335,6.71000000e+00,4.50063671e+00
336,6.73000000e+00,4.50353325e+00
337,6.75000000e+00,4.50643955e+00
338,6.77000000e+00,4.50935564e+00
339,6.79000000e+00,4.51228151e+00
340,6.81000000e+00,4.51521719e+00
341,6.83000000e+00,4.51816268e+00
342,6.85000000e+00,4.52111800e+00
343,6.87000000e+00,4.52408315e+00
344,6.89000000e+00,4.52705814e+00
345,6.91000000e+00,4.53004299e+00
346,6.93000000e+00,4.53303770e+00
347,6.95000000e+00,4.53604229e+00
348,6.97000000e+00,4.53905677e+00
349,6.99000000e+00,4.54208114e+00
350,7.01000000e+00,4.54511542e+00
351,7.03000000e+00,4.54815963e+00
352,7.05000000e+00,4.55121376e+00
353,7.07000000e+00,4.55427783e+00
354,7.09000000e+00,4.55735185e+00
355,7.11000000e+00,4.56043583e+00
356,7.13000000e+00,4.56352979e+00
357,7.15000000e+00,4.56663372e+00
358,7.17000000e+00,4.56974765e+00
359,7.19000000e+00,4.57287159e+00
360,7.21000000e+00,4.57600553e+00
361,7.23000000e+00,4.57914950e+00
362,7.25000000e+00,4.58230351e+00
363,7.27000000e+00,4.58546756e+00
364,7.29000000e+00,4.58864166e+00
365,7.31000000e+00,4.59182583e+00
366,7.33000000e+00,4.59502007e+00
367,7.35000000e+00,4.59822440e+00
368,7.37000000e+00,4.60143881e+00
369,7.39000000e+00,4.60466333e+00
370,7.41000000e+00,4.60789797e+00
371,7.43000000e+00,4.61114272e+00
372,7.45000000e+00,4.61439760e+00
373,7.47000000e+00,4.61766262e+00
374,7.49000000e+00,4.62093778e+00
375,7.51000000e+00,4.62422310e+00
376,7.53000000e+00,4.62751858e+00
377,7.55000000e+00,4.63082422e+00
378,7.57000000e+00,4.63414004e+00
379,7.59000000e+00,4.63746603e+00
380,7.61000000e+00,4.64080222e+00
381,7.63000000e+00,4.64414858e+00
382,7.65000000e+00,4.64750515e+00
383,7.67000000e+00,4.65087190e+00
384,7.69000000e+00,4.65424886e+00
385,7.71000000e+00,4.65763601e+00
386,7.73000000e+00,4.66103337e+00
387,7.75000000e+00,4.66444092e+00
388,7.77000000e+00,4.66785866e+00
389,7.79000000e+00,4.67128660e+00
390,7.81000000e+00,4.67472473e+00
391,7.83000000e+00,4.67817303e+00
392,7.85000000e+00,4.68163150e+00
393,7.87000000e+00,4.68510013e+00
394,7.89000000e+00,4.68857890e+00
395,7.91000000e+00,4.69206780e+00
396,7.93000000e+00,4.69556681e+00
397,7.95000000e+00,4.69907591e+00
398,7.97000000e+00,4.70259506e+00
399,7.99000000e+00,4.70612425e+00
400,8.01000000e+00,4.70966343e+00
401,8.03000000e+00,4.71321257e+00
402,8.05000000e+00,4.71677162e+00
403,8.07000000e+00,4.72034053e+00
404,8.09000000e+00,4.72391925e+00
405,8.11000000e+00,4.72750771e+00
406,8.13000000e+00,4.73110584e+00
407,8.15000000e+00,4.73471357e+00
408,8.17000000e+00,4.73833079e+00
409,8.19000000e+00,4.74195742e+00
410,8.21000000e+00,4.74559334e+00
411,8.23000000e+00,4.74923842e+00
412,8.25000000e+00,4.75289253e+00
413,8.27000000e+00,4.75655551e+00
414,8.29000000e+00,4.76022719e+00
415,8.31000000e+00,4.76390737e+00
416,8.33000000e+00,4.76759584e+00
417,8.35000000e+00,4.77129236e+00
418,8.37000000e+00,4.77499668e+00
419,8.39000000e+00,4.77870848e+00
420,8.41000000e+00,4.78242745e+00
421,8.43000000e+00,4.78615322e+00
422,8.45000000e+00,4.78988538e+00
423,8.47000000e+00,4.79362348e+00
424,8.49000000e+00,4.79736702e+00
425,8.51000000e+00,4.80111545e+00
426,8.53000000e+00,4.80486813e+00
427,8.55000000e+00,4.80862439e+00
428,8.57000000e+00,4.81238345e+00
429,8.59000000e+00,4.81614445e+00
430,8.61000000e+00,4.81990645e+00
431,8.63000000e+00,4.82366839e+00
432,8.65000000e+00,4.82742909e+00
433,8.67000000e+00,4.83118724e+00
434,8.69000000e+00,4.83494138e+00
435,8.71000000e+00,4.83868988e+00
436,8.73000000e+00,4.84243094e+00
437,8.75000000e+00,4.84616254e+00
438,8.77000000e+00,4.84988246e+00
439,8.79000000e+00,4.85358819e+00
440,8.81000000e+00,4.85727696e+00
441,8.83000000e+00,4.86094569e+00
442,8.85000000e+00,4.86459094e+00
443,8.87000000e+00,4.86820892e+00
444,8.89000000e+00,4.87179536e+00
445,8.91000000e+00,4.87534558e+00
446,8.93000000e+00,4.87885433e+00
447,8.95000000e+00,4.88231582e+00
448,8.97000000e+00,4.88572359e+00
449,8.99000000e+00,4.88907053e+00
450,9.01000000e+00,4.89234870e+00
451,9.03000000e+00,4.89554938e+00
452,9.05000000e+00,4.89866286e+00
453,9.07000000e+00,4.90167845e+00
454,9.09000000e+00,4.90458434e+00
455,9.11000000e+00,4.90736749e+00
456,9.13000000e+00,4.91001355e+00
457,9.15000000e+00,4.91250670e+00
458,9.17000000e+00,4.91482954e+00
459,9.19000000e+00,4.91696297e+00
460,9.21000000e+00,4.91888599e+00
461,9.23000000e+00,4.92057554e+00
462,9.25000000e+00,4.92200634e+00
463,9.27000000e+00,4.92315062e+00
464,9.29000000e+00,4.92397792e+00
465,9.31000000e+00,4.92445474e+00
466,9.33000000e+00,4.92454421e+00
467,9.35000000e+00,4.92420564e+00
468,9.37000000e+00,4.92339395e+00
469,9.39000000e+00,4.92205898e+00
470,9.41000000e+00,4.92014461e+00
471,9.43000000e+00,4.91758754e+00
472,9.45000000e+00,4.91431584e+00
473,9.47000000e+00,4.91024694e+00
474,9.49000000e+00,4.90528510e+00
475,9.51000000e+00,4.89931813e+00
476,9.53000000e+00,4.89221315e+00
477,9.55000000e+00,4.88381121e+00
478,9.57000000e+00,4.87392049e+00
479,9.59000000e+00,4.86230794e+00
480,9.61000000e+00,4.84868902e+00
481,9.63000000e+00,4.83271564e+00
482,9.65000000e+00,4.81396234e+00
483,9.67000000e+00,4.79191147e+00
484,9.69000000e+00,4.76593885e+00
485,9.71000000e+00,4.73530265e+00
486,9.73000000e+00,4.69914077e+00
487,9.75000000e+00,4.65648531e+00
488,9.77000000e+00,4.60630865e+00
489,9.79000000e+00,4.54762429e+00
490,9.81000000e+00,4.47967893e+00
491,9.83000000e+00,4.40229047e+00
492,9.85000000e+00,4.31640808e+00
493,9.87000000e+00,4.22497425e+00
494,9.89000000e+00,4.13406921e+00
495,9.91000000e+00,4.05375576e+00
496,9.93000000e+00,3.99561894e+00
497,9.95000000e+00,3.95430062e+00
498,9.97000000e+00,3.82259500e+00
499,9.99000000e+00,3.04435367e+00
