cell,r_center_cm,psi_start
0,0.00000000e+00,1.56350777e+00
1,5.00000000e-01,1.56601603e+00
2,1.50000000e+00,1.57479262e+00
3,2.50000000e+00,1.59156745e+00
4,3.50000000e+00,1.61650035e+00
5,4.50000000e+00,1.65001043e+00
6,5.50000000e+00,1.69194629e+00
7,6.50000000e+00,1.74331628e+00
8,7.50000000e+00,1.80345211e+00
9,8.50000000e+00,1.87502387e+00
10,9.50000000e+00,1.95446691e+00
