cell,r_center_cm,direction,mu_m,psi_ang_in
5,5.50000000e+00,6,-2.81603551e-01,1.68659333e+00
6,6.50000000e+00,6,-2.81603551e-01,1.73605478e+00
7,7.50000000e+00,6,-2.81603551e-01,1.79619912e+00
8,8.50000000e+00,6,-2.81603551e-01,1.86436472e+00
9,9.50000000e+00,6,-2.81603551e-01,1.94612720e+00
0,5.00000000e-01,7,-9.50125098e-02,1.56545600e+00
1,1.50000000e+00,7,-9.50125098e-02,1.57313672e+00
2,2.50000000e+00,7,-9.50125098e-02,1.58828519e+00
3,3.50000000e+00,7,-9.50125098e-02,1.61227967e+00
4,4.50000000e+00,7,-9.50125098e-02,1.64384428e+00
5,5.50000000e+00,7,-9.50125098e-02,1.68512962e+00
6,6.50000000e+00,7,-9.50125098e-02,1.73392708e+00
7,7.50000000e+00,7,-9.50125098e-02,1.79403219e+00
8,8.50000000e+00,7,-9.50125098e-02,1.86161235e+00
9,9.50000000e+00,7,-9.50125098e-02,1.94299279e+00
0,5.00000000e-01,8,9.50125098e-02,1.56516920e+00
1,1.50000000e+00,8,9.50125098e-02,1.57276366e+00
2,2.50000000e+00,8,9.50125098e-02,1.58747494e+00
3,3.50000000e+00,8,9.50125098e-02,1.61125743e+00
4,4.50000000e+00,8,9.50125098e-02,1.64247281e+00
5,5.50000000e+00,8,9.50125098e-02,1.68335241e+00
6,6.50000000e+00,8,9.50125098e-02,1.73201241e+00
7,7.50000000e+00,8,9.50125098e-02,1.79135087e+00
8,8.50000000e+00,8,9.50125098e-02,1.85918054e+00
9,9.50000000e+00,8,9.50125098e-02,1.93919405e+00
0,5.00000000e-01,9,2.81603551e-01,1.56504901e+00
1,1.50000000e+00,9,2.81603551e-01,1.57215476e+00
2,2.50000000e+00,9,2.81603551e-01,1.58696870e+00
3,3.50000000e+00,9,2.81603551e-01,1.60990164e+00
4,4.50000000e+00,9,2.81603551e-01,1.64144943e+00
5,5.50000000e+00,9,2.81603551e-01,1.68126906e+00
6,6.50000000e+00,9,2.81603551e-01,1.73038022e+00
7,7.50000000e+00,9,2.81603551e-01,1.78852268e+00
8,8.50000000e+00,9,2.81603551e-01,1.85682711e+00
9,9.50000000e+00,9,2.81603551e-01,1.93556659e+00
0,5.00000000e-01,10,4.58016778e-01,1.56490739e+00
1,1.50000000e+00,10,4.58016778e-01,1.57169359e+00
2,2.50000000e+00,10,4.58016778e-01,1.58622796e+00
3,3.50000000e+00,10,4.58016778e-01,1.60897775e+00
4,4.50000000e+00,10,4.58016778e-01,1.63997137e+00
5,5.50000000e+00,10,4.58016778e-01,1.67984142e+00
6,6.50000000e+00,10,4.58016778e-01,1.72815387e+00
7,7.50000000e+00,10,4.58016778e-01,1.78647915e+00
8,8.50000000e+00,10,4.58016778e-01,1.85384180e+00
9,9.50000000e+00,10,4.58016778e-01,1.93274983e+00
0,5.00000000e-01,11,6.17876244e-01,1.56477084e+00
1,1.50000000e+00,11,6.17876244e-01,1.57128518e+00
2,2.50000000e+00,11,6.17876244e-01,1.58557423e+00
3,3.50000000e+00,11,6.17876244e-01,1.60800226e+00
4,4.50000000e+00,11,6.17876244e-01,1.63883528e+00
5,5.50000000e+00,11,6.17876244e-01,1.67818274e+00
6,6.50000000e+00,11,6.17876244e-01,1.72653581e+00
7,7.50000000e+00,11,6.17876244e-01,1.78408361e+00
8,8.50000000e+00,11,6.17876244e-01,1.85165294e+00
9,9.50000000e+00,11,6.17876244e-01,1.92958100e+00
0,5.00000000e-01,12,7.55404408e-01,1.56465440e+00
1,1.50000000e+00,12,7.55404408e-01,1.57092759e+00
2,2.50000000e+00,12,7.55404408e-01,1.58499175e+00
3,3.50000000e+00,12,7.55404408e-01,1.60718668e+00
4,4.50000000e+00,12,7.55404408e-01,1.63771091e+00
5,5.50000000e+00,12,7.55404408e-01,1.67693399e+00
6,6.50000000e+00,12,7.55404408e-01,1.72478636e+00
7,7.50000000e+00,12,7.55404408e-01,1.78237620e+00
8,8.50000000e+00,12,7.55404408e-01,1.84922835e+00
9,9.50000000e+00,12,7.55404408e-01,1.92731071e+00
0,5.00000000e-01,13,8.65631202e-01,1.56456461e+00
1,1.50000000e+00,13,8.65631202e-01,1.57063458e+00
2,2.50000000e+00,13,8.65631202e-01,1.58450537e+00
3,3.50000000e+00,13,8.65631202e-01,1.60649286e+00
4,4.50000000e+00,13,8.65631202e-01,1.63683912e+00
5,5.50000000e+00,13,8.65631202e-01,1.67575620e+00
6,6.50000000e+00,13,8.65631202e-01,1.72356167e+00
7,7.50000000e+00,13,8.65631202e-01,1.78063695e+00
8,8.50000000e+00,13,8.65631202e-01,1.84761617e+00
9,9.50000000e+00,13,8.65631202e-01,1.92496850e+00
0,5.00000000e-01,14,9.44575023e-01,1.56450223e+00
1,1.50000000e+00,14,9.44575023e-01,1.57041678e+00
2,2.50000000e+00,14,9.44575023e-01,1.58413249e+00
3,3.50000000e+00,14,9.44575023e-01,1.60597216e+00
4,4.50000000e+00,14,9.44575023e-01,1.63613707e+00
5,5.50000000e+00,14,9.44575023e-01,1.67495027e+00
6,6.50000000e+00,14,9.44575023e-01,1.72245834e+00
7,7.50000000e+00,14,9.44575023e-01,1.77956095e+00
8,8.50000000e+00,14,9.44575023e-01,1.84605394e+00
9,9.50000000e+00,14,9.44575023e-01,1.92357216e+00
0,5.00000000e-01,15,9.89400935e-01,1.56446492e+00
1,1.50000000e+00,15,9.89400935e-01,1.57027849e+00
2,2.50000000e+00,15,9.89400935e-01,1.58388875e+00
3,3.50000000e+00,15,9.89400935e-01,1.60562766e+00
4,4.50000000e+00,15,9.89400935e-01,1.63570035e+00
5,5.50000000e+00,15,9.89400935e-01,1.67436219e+00
6,6.50000000e+00,15,9.89400935e-01,1.72185696e+00
7,7.50000000e+00,15,9.89400935e-01,1.77867087e+00
8,8.50000000e+00,15,9.89400935e-01,1.84528930e+00
9,9.50000000e+00,15,9.89400935e-01,1.92235040e+00
