cell,r_center_cm,direction,mu_m,psi_ang_in
0,5.00000000e-03,0,-8.61136312e-01,7.09280842e-01
1,1.50000000e-02,0,-8.61136312e-01,7.16409292e-01
2,2.50000000e-02,0,-8.61136312e-01,7.23609386e-01
3,3.50000000e-02,0,-8.61136312e-01,7.30881842e-01
4,4.50000000e-02,0,-8.61136312e-01,7.38227388e-01
5,5.50000000e-02,0,-8.61136312e-01,7.45646759e-01
6,6.50000000e-02,0,-8.61136312e-01,7.53140696e-01
7,7.50000000e-02,0,-8.61136312e-01,7.60709949e-01
8,8.50000000e-02,0,-8.61136312e-01,7.68355275e-01
9,9.50000000e-02,0,-8.61136312e-01,7.76077439e-01
10,1.05000000e-01,0,-8.61136312e-01,7.83877212e-01
11,1.15000000e-01,0,-8.61136312e-01,7.91755375e-01
12,1.25000000e-01,0,-8.61136312e-01,7.99712716e-01
13,1.35000000e-01,0,-8.61136312e-01,8.07750029e-01
14,1.45000000e-01,0,-8.61136312e-01,8.15868120e-01
15,1.55000000e-01,0,-8.61136312e-01,8.24067800e-01
16,1.65000000e-01,0,-8.61136312e-01,8.32349888e-01
17,1.75000000e-01,0,-8.61136312e-01,8.40715214e-01
18,1.85000000e-01,0,-8.61136312e-01,8.49164613e-01
19,1.95000000e-01,0,-8.61136312e-01,8.57698930e-01
20,2.05000000e-01,0,-8.61136312e-01,8.66319020e-01
21,2.15000000e-01,0,-8.61136312e-01,8.75025744e-01
22,2.25000000e-01,0,-8.61136312e-01,8.83819973e-01
23,2.35000000e-01,0,-8.61136312e-01,8.92702585e-01
24,2.45000000e-01,0,-8.61136312e-01,9.01674471e-01
25,2.55000000e-01,0,-8.61136312e-01,9.10736526e-01
26,2.65000000e-01,0,-8.61136312e-01,9.19889656e-01
27,2.75000000e-01,0,-8.61136312e-01,9.29134779e-01
28,2.85000000e-01,0,-8.61136312e-01,9.38472817e-01
29,2.95000000e-01,0,-8.61136312e-01,9.47904704e-01
30,3.05000000e-01,0,-8.61136312e-01,9.57431385e-01
31,3.15000000e-01,0,-8.61136312e-01,9.67053811e-01
32,3.25000000e-01,0,-8.61136312e-01,9.76772944e-01
33,3.35000000e-01,0,-8.61136312e-01,9.86589758e-01
34,3.45000000e-01,0,-8.61136312e-01,9.96505233e-01
35,3.55000000e-01,0,-8.61136312e-01,1.00652036e+00
36,3.65000000e-01,0,-8.61136312e-01,1.01663614e+00
37,3.75000000e-01,0,-8.61136312e-01,1.02685359e+00
38,3.85000000e-01,0,-8.61136312e-01,1.03717373e+00
39,3.95000000e-01,0,-8.61136312e-01,1.04759759e+00
40,4.05000000e-01,0,-8.61136312e-01,1.05812620e+00
41,4.15000000e-01,0,-8.61136312e-01,1.06876064e+00
42,4.25000000e-01,0,-8.61136312e-01,1.07950195e+00
43,4.35000000e-01,0,-8.61136312e-01,1.09035122e+00
