cell,r_center_cm,psi_start
0,0.00000000e+00,2.08664262e+00
1,5.00000000e-01,2.03438490e+00
2,1.50000000e+00,2.04511257e+00
3,2.50000000e+00,2.01086351e+00
4,3.50000000e+00,2.16784909e+00
5,4.50000000e+00,1.92902588e+00
6,5.50000000e+00,2.62342509e+00
7,6.50000000e+00,1.22915674e+00
8,7.50000000e+00,4.64734493e+00
9,8.50000000e+00,-2.91950589e+00
10,9.50000000e+00,1.47694305e+01
