cell,r_center_cm,direction,mu_m,w_m,psi_cell
37,7.50000000e-01,13,8.65631202e-01,9.51585117e-02,2.23658478e-01
38,7.70000000e-01,13,8.65631202e-01,9.51585117e-02,2.28468716e-01
39,7.90000000e-01,13,8.65631202e-01,9.51585117e-02,2.33638681e-01
40,8.10000000e-01,13,8.65631202e-01,9.51585117e-02,2.39191883e-01
41,8.30000000e-01,13,8.65631202e-01,9.51585117e-02,2.45155477e-01
42,8.50000000e-01,13,8.65631202e-01,9.51585117e-02,2.51561202e-01
43,8.70000000e-01,13,8.65631202e-01,9.51585117e-02,2.58446728e-01
44,8.90000000e-01,13,8.65631202e-01,9.51585117e-02,2.65857714e-01
45,9.10000000e-01,13,8.65631202e-01,9.51585117e-02,2.73850947e-01
46,9.30000000e-01,13,8.65631202e-01,9.51585117e-02,2.82500681e-01
47,9.50000000e-01,13,8.65631202e-01,9.51585117e-02,2.91905743e-01
48,9.70000000e-01,13,8.65631202e-01,9.51585117e-02,3.02232243e-01
49,9.90000000e-01,13,8.65631202e-01,9.51585117e-02,3.13639837e-01
0,1.00000000e-02,14,9.44575023e-01,6.22535239e-02,2.13626620e-01
1,3.00000000e-02,14,9.44575023e-01,6.22535239e-02,2.10158236e-01
2,5.00000000e-02,14,9.44575023e-01,6.22535239e-02,2.06428723e-01
3,7.00000000e-02,14,9.44575023e-01,6.22535239e-02,2.03046562e-01
4,9.00000000e-02,14,9.44575023e-01,6.22535239e-02,1.99953612e-01
5,1.10000000e-01,14,9.44575023e-01,6.22535239e-02,1.97048337e-01
6,1.30000000e-01,14,9.44575023e-01,6.22535239e-02,1.94347001e-01
7,1.50000000e-01,14,9.44575023e-01,6.22535239e-02,1.91918580e-01
8,1.70000000e-01,14,9.44575023e-01,6.22535239e-02,1.89711050e-01
9,1.90000000e-01,14,9.44575023e-01,6.22535239e-02,1.87670602e-01
10,2.10000000e-01,14,9.44575023e-01,6.22535239e-02,1.85848791e-01
11,2.30000000e-01,14,9.44575023e-01,6.22535239e-02,1.84225558e-01
12,2.50000000e-01,14,9.44575023e-01,6.22535239e-02,1.82793409e-01
13,2.70000000e-01,14,9.44575023e-01,6.22535239e-02,1.81562933e-01
14,2.90000000e-01,14,9.44575023e-01,6.22535239e-02,1.80522011e-01
15,3.10000000e-01,14,9.44575023e-01,6.22535239e-02,1.79678036e-01
16,3.30000000e-01,14,9.44575023e-01,6.22535239e-02,1.79025302e-01
17,3.50000000e-01,14,9.44575023e-01,6.22535239e-02,1.78567241e-01
18,3.70000000e-01,14,9.44575023e-01,6.22535239e-02,1.78302249e-01
19,3.90000000e-01,14,9.44575023e-01,6.22535239e-02,1.78232318e-01
20,4.10000000e-01,14,9.44575023e-01,6.22535239e-02,1.78357994e-01
21,4.30000000e-01,14,9.44575023e-01,6.22535239e-02,1.78681244e-01
22,4.50000000e-01,14,9.44575023e-01,6.22535239e-02,1.79203917e-01
23,4.70000000e-01,14,9.44575023e-01,6.22535239e-02,1.79928585e-01
24,4.90000000e-01,14,9.44575023e-01,6.22535239e-02,1.80858150e-01
25,5.10000000e-01,14,9.44575023e-01,6.22535239e-02,1.81996081e-01
26,5.30000000e-01,14,9.44575023e-01,6.22535239e-02,1.83346348e-01
27,5.50000000e-01,14,9.44575023e-01,6.22535239e-02,1.84913514e-01
28,5.70000000e-01,14,9.44575023e-01,6.22535239e-02,1.86702758e-01
29,5.90000000e-01,14,9.44575023e-01,6.22535239e-02,1.88719941e-01
30,6.10000000e-01,14,9.44575023e-01,6.22535239e-02,1.90971669e-01
31,6.30000000e-01,14,9.44575023e-01,6.22535239e-02,1.93465365e-01
32,6.50000000e-01,14,9.44575023e-01,6.22535239e-02,1.96209363e-01
33,6.70000000e-01,14,9.44575023e-01,6.22535239e-02,1.99213005e-01
34,6.90000000e-01,14,9.44575023e-01,6.22535239e-02,2.02486767e-01
35,7.10000000e-01,14,9.44575023e-01,6.22535239e-02,2.06042403e-01
36,7.30000000e-01,14,9.44575023e-01,6.22535239e-02,2.09893126e-01
37,7.50000000e-01,14,9.44575023e-01,6.22535239e-02,2.14053826e-01
38,7.70000000e-01,14,9.44575023e-01,6.22535239e-02,2.18541342e-01
39,7.90000000e-01,14,9.44575023e-01,6.22535239e-02,2.23374824e-01
40,8.10000000e-01,14,9.44575023e-01,6.22535239e-02,2.28576192e-01
41,8.30000000e-01,14,9.44575023e-01,6.22535239e-02,2.34170765e-01
42,8.50000000e-01,14,9.44575023e-01,6.22535239e-02,2.40188121e-01
43,8.70000000e-01,14,9.44575023e-01,6.22535239e-02,2.46663354e-01
44,8.90000000e-01,14,9.44575023e-01,6.22535239e-02,2.53638860e-01
45,9.10000000e-01,14,9.44575023e-01,6.22535239e-02,2.61167593e-01
46,9.30000000e-01,14,9.44575023e-01,6.22535239e-02,2.69316526e-01
47,9.50000000e-01,14,9.44575023e-01,6.22535239e-02,2.78184577e-01
48,9.70000000e-01,14,9.44575023e-01,6.22535239e-02,2.87873757e-01
49,9.90000000e-01,14,9.44575023e-01,6.22535239e-02,2.98813377e-01
0,1.00000000e-02,15,9.89400935e-01,2.71524594e-02,2.13690747e-01
1,3.00000000e-02,15,9.89400935e-01,2.71524594e-02,2.10279560e-01
2,5.00000000e-02,15,9.89400935e-01,2.71524594e-02,2.06424329e-01
3,7.00000000e-02,15,9.89400935e-01,2.71524594e-02,2.02763653e-01
4,9.00000000e-02,15,9.89400935e-01,2.71524594e-02,1.99393815e-01
5,1.10000000e-01,15,9.89400935e-01,2.71524594e-02,1.96310270e-01
6,1.30000000e-01,15,9.89400935e-01,2.71524594e-02,1.93465266e-01
7,1.50000000e-01,15,9.89400935e-01,2.71524594e-02,1.90824674e-01
8,1.70000000e-01,15,9.89400935e-01,2.71524594e-02,1.88412469e-01
9,1.90000000e-01,15,9.89400935e-01,2.71524594e-02,1.86235915e-01
10,2.10000000e-01,15,9.89400935e-01,2.71524594e-02,1.84260583e-01
11,2.30000000e-01,15,9.89400935e-01,2.71524594e-02,1.82492756e-01
12,2.50000000e-01,15,9.89400935e-01,2.71524594e-02,1.80930534e-01
13,2.70000000e-01,15,9.89400935e-01,2.71524594e-02,1.79565749e-01
14,2.90000000e-01,15,9.89400935e-01,2.71524594e-02,1.78401569e-01
15,3.10000000e-01,15,9.89400935e-01,2.71524594e-02,1.77432639e-01
16,3.30000000e-01,15,9.89400935e-01,2.71524594e-02,1.76660564e-01
17,3.50000000e-01,15,9.89400935e-01,2.71524594e-02,1.76083206e-01
18,3.70000000e-01,15,9.89400935e-01,2.71524594e-02,1.75701478e-01
19,3.90000000e-01,15,9.89400935e-01,2.71524594e-02,1.75515184e-01
20,4.10000000e-01,15,9.89400935e-01,2.71524594e-02,1.75525442e-01
21,4.30000000e-01,15,9.89400935e-01,2.71524594e-02,1.75733322e-01
22,4.50000000e-01,15,9.89400935e-01,2.71524594e-02,1.76140599e-01
23,4.70000000e-01,15,9.89400935e-01,2.71524594e-02,1.76749372e-01
24,4.90000000e-01,15,9.89400935e-01,2.71524594e-02,1.77562289e-01
25,5.10000000e-01,15,9.89400935e-01,2.71524594e-02,1.78582472e-01
26,5.30000000e-01,15,9.89400935e-01,2.71524594e-02,1.79813592e-01
27,5.50000000e-01,15,9.89400935e-01,2.71524594e-02,1.81259890e-01
28,5.70000000e-01,15,9.89400935e-01,2.71524594e-02,1.82926226e-01
29,5.90000000e-01,15,9.89400935e-01,2.71524594e-02,1.84818131e-01
30,6.10000000e-01,15,9.89400935e-01,2.71524594e-02,1.86941867e-01
31,6.30000000e-01,15,9.89400935e-01,2.71524594e-02,1.89304496e-01
32,6.50000000e-01,15,9.89400935e-01,2.71524594e-02,1.91913971e-01
33,6.70000000e-01,15,9.89400935e-01,2.71524594e-02,1.94779225e-01
34,6.90000000e-01,15,9.89400935e-01,2.71524594e-02,1.97910295e-01
35,7.10000000e-01,15,9.89400935e-01,2.71524594e-02,2.01318461e-01
36,7.30000000e-01,15,9.89400935e-01,2.71524594e-02,2.05016412e-01
37,7.50000000e-01,15,9.89400935e-01,2.71524594e-02,2.09018462e-01
38,7.70000000e-01,15,9.89400935e-01,2.71524594e-02,2.13340813e-01
39,7.90000000e-01,15,9.89400935e-01,2.71524594e-02,2.18001895e-01
40,8.10000000e-01,15,9.89400935e-01,2.71524594e-02,2.23022812e-01
41,8.30000000e-01,15,9.89400935e-01,2.71524594e-02,2.28427943e-01
42,8.50000000e-01,15,9.89400935e-01,2.71524594e-02,2.34245772e-01
43,8.70000000e-01,15,9.89400935e-01,2.71524594e-02,2.40510084e-01
44,8.90000000e-01,15,9.89400935e-01,2.71524594e-02,2.47261733e-01
45,9.10000000e-01,15,9.89400935e-01,2.71524594e-02,2.54551578e-01
46,9.30000000e-01,15,9.89400935e-01,2.71524594e-02,2.62444969e-01
47,9.50000000e-01,15,9.89400935e-01,2.71524594e-02,2.71033185e-01
48,9.70000000e-01,15,9.89400935e-01,2.71524594e-02,2.80439824e-01
49,9.90000000e-01,15,9.89400935e-01,2.71524594e-02,2.90934660e-01
