cell,r_center_cm,direction,mu_m,w_m,psi_cell
0,1.00000000e-02,0,-9.89400935e-01,2.71524594e-02,2.17681896e-01
1,3.00000000e-02,0,-9.89400935e-01,2.71524594e-02,2.21982565e-01
2,5.00000000e-02,0,-9.89400935e-01,2.71524594e-02,2.26721416e-01
3,7.00000000e-02,0,-9.89400935e-01,2.71524594e-02,2.31759718e-01
4,9.00000000e-02,0,-9.89400935e-01,2.71524594e-02,2.37087656e-01
5,1.10000000e-01,0,-9.89400935e-01,2.71524594e-02,2.42709685e-01
6,1.30000000e-01,0,-9.89400935e-01,2.71524594e-02,2.48633555e-01
7,1.50000000e-01,0,-9.89400935e-01,2.71524594e-02,2.54868510e-01
8,1.70000000e-01,0,-9.89400935e-01,2.71524594e-02,2.61424497e-01
9,1.90000000e-01,0,-9.89400935e-01,2.71524594e-02,2.68312103e-01
10,2.10000000e-01,0,-9.89400935e-01,2.71524594e-02,2.75542373e-01
11,2.30000000e-01,0,-9.89400935e-01,2.71524594e-02,2.83126871e-01
12,2.50000000e-01,0,-9.89400935e-01,2.71524594e-02,2.91077601e-01
13,2.70000000e-01,0,-9.89400935e-01,2.71524594e-02,2.99407075e-01
14,2.90000000e-01,0,-9.89400935e-01,2.71524594e-02,3.08128268e-01
15,3.10000000e-01,0,-9.89400935e-01,2.71524594e-02,3.17254666e-01
16,3.30000000e-01,0,-9.89400935e-01,2.71524594e-02,3.26800248e-01
17,3.50000000e-01,0,-9.89400935e-01,2.71524594e-02,3.36779512e-01
18,3.70000000e-01,0,-9.89400935e-01,2.71524594e-02,3.47207469e-01
19,3.90000000e-01,0,-9.89400935e-01,2.71524594e-02,3.58099657e-01
20,4.10000000e-01,0,-9.89400935e-01,2.71524594e-02,3.69472136e-01
21,4.30000000e-01,0,-9.89400935e-01,2.71524594e-02,3.81341485e-01
22,4.50000000e-01,0,-9.89400935e-01,2.71524594e-02,3.93724799e-01
23,4.70000000e-01,0,-9.89400935e-01,2.71524594e-02,4.06639676e-01
24,4.90000000e-01,0,-9.89400935e-01,2.71524594e-02,4.20104195e-01
25,5.10000000e-01,0,-9.89400935e-01,2.71524594e-02,4.34136894e-01
26,5.30000000e-01,0,-9.89400935e-01,2.71524594e-02,4.48756737e-01
27,5.50000000e-01,0,-9.89400935e-01,2.71524594e-02,4.63983063e-01
28,5.70000000e-01,0,-9.89400935e-01,2.71524594e-02,4.79835537e-01
29,5.90000000e-01,0,-9.89400935e-01,2.71524594e-02,4.96334073e-01
30,6.10000000e-01,0,-9.89400935e-01,2.71524594e-02,5.13498752e-01
31,6.30000000e-01,0,-9.89400935e-01,2.71524594e-02,5.31349707e-01
32,6.50000000e-01,0,-9.89400935e-01,2.71524594e-02,5.49906999e-01
33,6.70000000e-01,0,-9.89400935e-01,2.71524594e-02,5.69190453e-01
34,6.90000000e-01,0,-9.89400935e-01,2.71524594e-02,5.89219461e-01
35,7.10000000e-01,0,-9.89400935e-01,2.71524594e-02,6.10012744e-01
36,7.30000000e-01,0,-9.89400935e-01,2.71524594e-02,6.31588054e-01
37,7.50000000e-01,0,-9.89400935e-01,2.71524594e-02,6.53961808e-01
38,7.70000000e-01,0,-9.89400935e-01,2.71524594e-02,6.77148629e-01
39,7.90000000e-01,0,-9.89400935e-01,2.71524594e-02,7.01160753e-01
40,8.10000000e-01,0,-9.89400935e-01,2.71524594e-02,7.26007280e-01
41,8.30000000e-01,0,-9.89400935e-01,2.71524594e-02,7.51693175e-01
42,8.50000000e-01,0,-9.89400935e-01,2.71524594e-02,7.78217928e-01
43,8.70000000e-01,0,-9.89400935e-01,2.71524594e-02,8.05573689e-01
44,8.90000000e-01,0,-9.89400935e-01,2.71524594e-02,8.33742622e-01
45,9.10000000e-01,0,-9.89400935e-01,2.71524594e-02,8.62692666e-01
46,9.30000000e-01,0,-9.89400935e-01,2.71524594e-02,8.92371632e-01
47,9.50000000e-01,0,-9.89400935e-01,2.71524594e-02,9.22691021e-01
48,9.70000000e-01,0,-9.89400935e-01,2.71524594e-02,9.53526470e-01
49,9.90000000e-01,0,-9.89400935e-01,2.71524594e-02,9.84528130e-01
0,1.00000000e-02,1,-9.44575023e-01,6.22535239e-02,2.18221952e-01
1,3.00000000e-02,1,-9.44575023e-01,6.22535239e-02,2.22007545e-01
2,5.00000000e-02,1,-9.44575023e-01,6.22535239e-02,2.26514914e-01
3,7.00000000e-02,1,-9.44575023e-01,6.22535239e-02,2.31359133e-01
4,9.00000000e-02,1,-9.44575023e-01,6.22535239e-02,2.36498600e-01
5,1.10000000e-01,1,-9.44575023e-01,6.22535239e-02,2.41929264e-01
6,1.30000000e-01,1,-9.44575023e-01,6.22535239e-02,2.47655714e-01
7,1.50000000e-01,1,-9.44575023e-01,6.22535239e-02,2.53685791e-01
8,1.70000000e-01,1,-9.44575023e-01,6.22535239e-02,2.60028761e-01
9,1.90000000e-01,1,-9.44575023e-01,6.22535239e-02,2.66694884e-01
10,2.10000000e-01,1,-9.44575023e-01,6.22535239e-02,2.73695074e-01
11,2.30000000e-01,1,-9.44575023e-01,6.22535239e-02,2.81040903e-01
12,2.50000000e-01,1,-9.44575023e-01,6.22535239e-02,2.88744486e-01
13,2.70000000e-01,1,-9.44575023e-01,6.22535239e-02,2.96818539e-01
14,2.90000000e-01,1,-9.44575023e-01,6.22535239e-02,3.05276334e-01
15,3.10000000e-01,1,-9.44575023e-01,6.22535239e-02,3.14131750e-01
16,3.30000000e-01,1,-9.44575023e-01,6.22535239e-02,3.23399258e-01
17,3.50000000e-01,1,-9.44575023e-01,6.22535239e-02,3.33093964e-01
18,3.70000000e-01,1,-9.44575023e-01,6.22535239e-02,3.43231607e-01
19,3.90000000e-01,1,-9.44575023e-01,6.22535239e-02,3.53828588e-01
20,4.10000000e-01,1,-9.44575023e-01,6.22535239e-02,3.64901976e-01
21,4.30000000e-01,1,-9.44575023e-01,6.22535239e-02,3.76469526e-01
22,4.50000000e-01,1,-9.44575023e-01,6.22535239e-02,3.88549685e-01
23,4.70000000e-01,1,-9.44575023e-01,6.22535239e-02,4.01161601e-01
24,4.90000000e-01,1,-9.44575023e-01,6.22535239e-02,4.14325115e-01
25,5.10000000e-01,1,-9.44575023e-01,6.22535239e-02,4.28060763e-01
26,5.30000000e-01,1,-9.44575023e-01,6.22535239e-02,4.42389757e-01
27,5.50000000e-01,1,-9.44575023e-01,6.22535239e-02,4.57333963e-01
28,5.70000000e-01,1,-9.44575023e-01,6.22535239e-02,4.72915866e-01
29,5.90000000e-01,1,-9.44575023e-01,6.22535239e-02,4.89158523e-01
30,6.10000000e-01,1,-9.44575023e-01,6.22535239e-02,5.06085499e-01
31,6.30000000e-01,1,-9.44575023e-01,6.22535239e-02,5.23720782e-01
32,6.50000000e-01,1,-9.44575023e-01,6.22535239e-02,5.42088680e-01
33,6.70000000e-01,1,-9.44575023e-01,6.22535239e-02,5.61213680e-01
34,6.90000000e-01,1,-9.44575023e-01,6.22535239e-02,5.81120282e-01
35,7.10000000e-01,1,-9.44575023e-01,6.22535239e-02,6.01832778e-01
36,7.30000000e-01,1,-9.44575023e-01,6.22535239e-02,6.23374979e-01
37,7.50000000e-01,1,-9.44575023e-01,6.22535239e-02,6.45769869e-01
38,7.70000000e-01,1,-9.44575023e-01,6.22535239e-02,6.69039155e-01
39,7.90000000e-01,1,-9.44575023e-01,6.22535239e-02,6.93202691e-01
40,8.10000000e-01,1,-9.44575023e-01,6.22535239e-02,7.18277721e-01
41,8.30000000e-01,1,-9.44575023e-01,6.22535239e-02,7.44277866e-01
42,8.50000000e-01,1,-9.44575023e-01,6.22535239e-02,7.71211749e-01
43,8.70000000e-01,1,-9.44575023e-01,6.22535239e-02,7.99081064e-01
44,8.90000000e-01,1,-9.44575023e-01,6.22535239e-02,8.27877806e-01
45,9.10000000e-01,1,-9.44575023e-01,6.22535239e-02,8.57579825e-01
46,9.30000000e-01,1,-9.44575023e-01,6.22535239e-02,8.88144606e-01
47,9.50000000e-01,1,-9.44575023e-01,6.22535239e-02,9.19492212e-01
48,9.70000000e-01,1,-9.44575023e-01,6.22535239e-02,9.51505599e-01
49,9.90000000e-01,1,-9.44575023e-01,6.22535239e-02,9.83831331e-01
0,1.00000000e-02,2,-8.65631202e-01,9.51585117e-02,2.18168287e-01
1,3.00000000e-02,2,-8.65631202e-01,9.51585117e-02,2.21609659e-01
2,5.00000000e-02,2,-8.65631202e-01,9.51585117e-02,2.25783309e-01
3,7.00000000e-02,2,-8.65631202e-01,9.51585117e-02,2.30282820e-01
4,9.00000000e-02,2,-8.65631202e-01,9.51585117e-02,2.35061539e-01
5,1.10000000e-01,2,-8.65631202e-01,9.51585117e-02,2.40114581e-01
6,1.30000000e-01,2,-8.65631202e-01,9.51585117e-02,2.45446528e-01
7,1.50000000e-01,2,-8.65631202e-01,9.51585117e-02,2.51065468e-01
8,1.70000000e-01,2,-8.65631202e-01,9.51585117e-02,2.56980995e-01
9,1.90000000e-01,2,-8.65631202e-01,9.51585117e-02,2.63203771e-01
10,2.10000000e-01,2,-8.65631202e-01,9.51585117e-02,2.69745167e-01
11,2.30000000e-01,2,-8.65631202e-01,9.51585117e-02,2.76617290e-01
12,2.50000000e-01,2,-8.65631202e-01,9.51585117e-02,2.83832871e-01
13,2.70000000e-01,2,-8.65631202e-01,9.51585117e-02,2.91405355e-01
14,2.90000000e-01,2,-8.65631202e-01,9.51585117e-02,2.99348855e-01
15,3.10000000e-01,2,-8.65631202e-01,9.51585117e-02,3.07678232e-01
16,3.30000000e-01,2,-8.65631202e-01,9.51585117e-02,3.16409097e-01
17,3.50000000e-01,2,-8.65631202e-01,9.51585117e-02,3.25557866e-01
18,3.70000000e-01,2,-8.65631202e-01,9.51585117e-02,3.35141784e-01
19,3.90000000e-01,2,-8.65631202e-01,9.51585117e-02,3.45178973e-01
20,4.10000000e-01,2,-8.65631202e-01,9.51585117e-02,3.55688460e-01
21,4.30000000e-01,2,-8.65631202e-01,9.51585117e-02,3.66690216e-01
22,4.50000000e-01,2,-8.65631202e-01,9.51585117e-02,3.78205193e-01
23,4.70000000e-01,2,-8.65631202e-01,9.51585117e-02,3.90255353e-01
24,4.90000000e-01,2,-8.65631202e-01,9.51585117e-02,4.02863698e-01
25,5.10000000e-01,2,-8.65631202e-01,9.51585117e-02,4.16054295e-01
26,5.30000000e-01,2,-8.65631202e-01,9.51585117e-02,4.29852298e-01
27,5.50000000e-01,2,-8.65631202e-01,9.51585117e-02,4.44283960e-01
28,5.70000000e-01,2,-8.65631202e-01,9.51585117e-02,4.59376641e-01
29,5.90000000e-01,2,-8.65631202e-01,9.51585117e-02,4.75158805e-01
30,6.10000000e-01,2,-8.65631202e-01,9.51585117e-02,4.91660006e-01
31,6.30000000e-01,2,-8.65631202e-01,9.51585117e-02,5.08910858e-01
32,6.50000000e-01,2,-8.65631202e-01,9.51585117e-02,5.26942990e-01
33,6.70000000e-01,2,-8.65631202e-01,9.51585117e-02,5.45788970e-01
34,6.90000000e-01,2,-8.65631202e-01,9.51585117e-02,5.65482214e-01
35,7.10000000e-01,2,-8.65631202e-01,9.51585117e-02,5.86056841e-01
36,7.30000000e-01,2,-8.65631202e-01,9.51585117e-02,6.07547487e-01
37,7.50000000e-01,2,-8.65631202e-01,9.51585117e-02,6.29989051e-01
38,7.70000000e-01,2,-8.65631202e-01,9.51585117e-02,6.53416345e-01
39,7.90000000e-01,2,-8.65631202e-01,9.51585117e-02,6.77863623e-01
40,8.10000000e-01,2,-8.65631202e-01,9.51585117e-02,7.03363926e-01
41,8.30000000e-01,2,-8.65631202e-01,9.51585117e-02,7.29948176e-01
42,8.50000000e-01,2,-8.65631202e-01,9.51585117e-02,7.57643883e-01
43,8.70000000e-01,2,-8.65631202e-01,9.51585117e-02,7.86473268e-01
44,8.90000000e-01,2,-8.65631202e-01,9.51585117e-02,8.16450487e-01
45,9.10000000e-01,2,-8.65631202e-01,9.51585117e-02,8.47577021e-01
46,9.30000000e-01,2,-8.65631202e-01,9.51585117e-02,8.79835117e-01
47,9.50000000e-01,2,-8.65631202e-01,9.51585117e-02,9.13169312e-01
48,9.70000000e-01,2,-8.65631202e-01,9.51585117e-02,9.47486869e-01
49,9.90000000e-01,2,-8.65631202e-01,9.51585117e-02,9.82439261e-01
0,1.00000000e-02,3,-7.55404408e-01,1.24628971e-01,2.17928237e-01
1,3.00000000e-02,3,-7.55404408e-01,1.24628971e-01,2.20941110e-01
2,5.00000000e-02,3,-7.55404408e-01,1.24628971e-01,2.24641110e-01
3,7.00000000e-02,3,-7.55404408e-01,1.24628971e-01,2.28640988e-01
4,9.00000000e-02,3,-7.55404408e-01,1.24628971e-01,2.32896502e-01
5,1.10000000e-01,3,-7.55404408e-01,1.24628971e-01,2.37404248e-01
6,1.30000000e-01,3,-7.55404408e-01,1.24628971e-01,2.42169845e-01
7,1.50000000e-01,3,-7.55404408e-01,1.24628971e-01,2.47202209e-01
8,1.70000000e-01,3,-7.55404408e-01,1.24628971e-01,2.52511637e-01
9,1.90000000e-01,3,-7.55404408e-01,1.24628971e-01,2.58109450e-01
10,2.10000000e-01,3,-7.55404408e-01,1.24628971e-01,2.64007660e-01
11,2.30000000e-01,3,-7.55404408e-01,1.24628971e-01,2.70219040e-01
12,2.50000000e-01,3,-7.55404408e-01,1.24628971e-01,2.76757030e-01
13,2.70000000e-01,3,-7.55404408e-01,1.24628971e-01,2.83635849e-01
14,2.90000000e-01,3,-7.55404408e-01,1.24628971e-01,2.90870469e-01
15,3.10000000e-01,3,-7.55404408e-01,1.24628971e-01,2.98476714e-01
16,3.30000000e-01,3,-7.55404408e-01,1.24628971e-01,3.06471276e-01
17,3.50000000e-01,3,-7.55404408e-01,1.24628971e-01,3.14871795e-01
18,3.70000000e-01,3,-7.55404408e-01,1.24628971e-01,3.23696901e-01
19,3.90000000e-01,3,-7.55404408e-01,1.24628971e-01,3.32966285e-01
20,4.10000000e-01,3,-7.55404408e-01,1.24628971e-01,3.42700758e-01
21,4.30000000e-01,3,-7.55404408e-01,1.24628971e-01,3.52922323e-01
22,4.50000000e-01,3,-7.55404408e-01,1.24628971e-01,3.63654240e-01
23,4.70000000e-01,3,-7.55404408e-01,1.24628971e-01,3.74921112e-01
24,4.90000000e-01,3,-7.55404408e-01,1.24628971e-01,3.86748954e-01
25,5.10000000e-01,3,-7.55404408e-01,1.24628971e-01,3.99165288e-01
26,5.30000000e-01,3,-7.55404408e-01,1.24628971e-01,4.12199230e-01
27,5.50000000e-01,3,-7.55404408e-01,1.24628971e-01,4.25881589e-01
28,5.70000000e-01,3,-7.55404408e-01,1.24628971e-01,4.40244975e-01
29,5.90000000e-01,3,-7.55404408e-01,1.24628971e-01,4.55323907e-01
30,6.10000000e-01,3,-7.55404408e-01,1.24628971e-01,4.71154937e-01
31,6.30000000e-01,3,-7.55404408e-01,1.24628971e-01,4.87776780e-01
32,6.50000000e-01,3,-7.55404408e-01,1.24628971e-01,5.05230445e-01
33,6.70000000e-01,3,-7.55404408e-01,1.24628971e-01,5.23559382e-01
34,6.90000000e-01,3,-7.55404408e-01,1.24628971e-01,5.42809621e-01
35,7.10000000e-01,3,-7.55404408e-01,1.24628971e-01,5.63029918e-01
36,7.30000000e-01,3,-7.55404408e-01,1.24628971e-01,5.84271884e-01
37,7.50000000e-01,3,-7.55404408e-01,1.24628971e-01,6.06590087e-01
38,7.70000000e-01,3,-7.55404408e-01,1.24628971e-01,6.30042107e-01
39,7.90000000e-01,3,-7.55404408e-01,1.24628971e-01,6.54688512e-01
40,8.10000000e-01,3,-7.55404408e-01,1.24628971e-01,6.80592682e-01
41,8.30000000e-01,3,-7.55404408e-01,1.24628971e-01,7.07820417e-01
42,8.50000000e-01,3,-7.55404408e-01,1.24628971e-01,7.36439173e-01
43,8.70000000e-01,3,-7.55404408e-01,1.24628971e-01,7.66516684e-01
44,8.90000000e-01,3,-7.55404408e-01,1.24628971e-01,7.98118608e-01
45,9.10000000e-01,3,-7.55404408e-01,1.24628971e-01,8.31304097e-01
46,9.30000000e-01,3,-7.55404408e-01,1.24628971e-01,8.66119102e-01
47,9.50000000e-01,3,-7.55404408e-01,1.24628971e-01,9.02575840e-01
48,9.70000000e-01,3,-7.55404408e-01,1.24628971e-01,9.40653775e-01
49,9.90000000e-01,3,-7.55404408e-01,1.24628971e-01,9.80047270e-01
0,1.00000000e-02,4,-6.17876244e-01,1.49595989e-01,2.17567857e-01
1,3.00000000e-02,4,-6.17876244e-01,1.49595989e-01,2.20054515e-01
2,5.00000000e-02,4,-6.17876244e-01,1.49595989e-01,2.23155886e-01
3,7.00000000e-02,4,-6.17876244e-01,1.49595989e-01,2.26525554e-01
4,9.00000000e-02,4,-6.17876244e-01,1.49595989e-01,2.30125171e-01
5,1.10000000e-01,4,-6.17876244e-01,1.49595989e-01,2.33953787e-01
6,1.30000000e-01,4,-6.17876244e-01,1.49595989e-01,2.38018346e-01
7,1.50000000e-01,4,-6.17876244e-01,1.49595989e-01,2.42328624e-01
8,1.70000000e-01,4,-6.17876244e-01,1.49595989e-01,2.46895482e-01
9,1.90000000e-01,4,-6.17876244e-01,1.49595989e-01,2.51730647e-01
10,2.10000000e-01,4,-6.17876244e-01,1.49595989e-01,2.56846415e-01
11,2.30000000e-01,4,-6.17876244e-01,1.49595989e-01,2.62255776e-01
12,2.50000000e-01,4,-6.17876244e-01,1.49595989e-01,2.67972324e-01
13,2.70000000e-01,4,-6.17876244e-01,1.49595989e-01,2.74010410e-01
14,2.90000000e-01,4,-6.17876244e-01,1.49595989e-01,2.80385112e-01
15,3.10000000e-01,4,-6.17876244e-01,1.49595989e-01,2.87112369e-01
16,3.30000000e-01,4,-6.17876244e-01,1.49595989e-01,2.94209001e-01
17,3.50000000e-01,4,-6.17876244e-01,1.49595989e-01,3.01692821e-01
18,3.70000000e-01,4,-6.17876244e-01,1.49595989e-01,3.09582696e-01
19,3.90000000e-01,4,-6.17876244e-01,1.49595989e-01,3.17898656e-01
20,4.10000000e-01,4,-6.17876244e-01,1.49595989e-01,3.26661988e-01
21,4.30000000e-01,4,-6.17876244e-01,1.49595989e-01,3.35895360e-01
22,4.50000000e-01,4,-6.17876244e-01,1.49595989e-01,3.45622948e-01
23,4.70000000e-01,4,-6.17876244e-01,1.49595989e-01,3.55870590e-01
24,4.90000000e-01,4,-6.17876244e-01,1.49595989e-01,3.66665951e-01
25,5.10000000e-01,4,-6.17876244e-01,1.49595989e-01,3.78038720e-01
26,5.30000000e-01,4,-6.17876244e-01,1.49595989e-01,3.90020831e-01
27,5.50000000e-01,4,-6.17876244e-01,1.49595989e-01,4.02646715e-01
28,5.70000000e-01,4,-6.17876244e-01,1.49595989e-01,4.15953584e-01
29,5.90000000e-01,4,-6.17876244e-01,1.49595989e-01,4.29981765e-01
30,6.10000000e-01,4,-6.17876244e-01,1.49595989e-01,4.44775072e-01
31,6.30000000e-01,4,-6.17876244e-01,1.49595989e-01,4.60381235e-01
32,6.50000000e-01,4,-6.17876244e-01,1.49595989e-01,4.76852384e-01
33,6.70000000e-01,4,-6.17876244e-01,1.49595989e-01,4.94245608e-01
34,6.90000000e-01,4,-6.17876244e-01,1.49595989e-01,5.12623578e-01
35,7.10000000e-01,4,-6.17876244e-01,1.49595989e-01,5.32055265e-01
36,7.30000000e-01,4,-6.17876244e-01,1.49595989e-01,5.52616739e-01
37,7.50000000e-01,4,-6.17876244e-01,1.49595989e-01,5.74392075e-01
38,7.70000000e-01,4,-6.17876244e-01,1.49595989e-01,5.97474363e-01
39,7.90000000e-01,4,-6.17876244e-01,1.49595989e-01,6.21966822e-01
40,8.10000000e-01,4,-6.17876244e-01,1.49595989e-01,6.47984013e-01
41,8.30000000e-01,4,-6.17876244e-01,1.49595989e-01,6.75653122e-01
42,8.50000000e-01,4,-6.17876244e-01,1.49595989e-01,7.05115243e-01
43,8.70000000e-01,4,-6.17876244e-01,1.49595989e-01,7.36526498e-01
44,8.90000000e-01,4,-6.17876244e-01,1.49595989e-01,7.70058721e-01
45,9.10000000e-01,4,-6.17876244e-01,1.49595989e-01,8.05898558e-01
46,9.30000000e-01,4,-6.17876244e-01,1.49595989e-01,8.44245053e-01
47,9.50000000e-01,4,-6.17876244e-01,1.49595989e-01,8.85291604e-01
48,9.70000000e-01,4,-6.17876244e-01,1.49595989e-01,9.29236313e-01
49,9.90000000e-01,4,-6.17876244e-01,1.49595989e-01,9.75979977e-01
0,1.00000000e-02,5,-4.58016778e-01,1.69156519e-01,2.17119909e-01
1,3.00000000e-02,5,-4.58016778e-01,1.69156519e-01,2.18995105e-01
2,5.00000000e-02,5,-4.58016778e-01,1.69156519e-01,2.21398731e-01
3,7.00000000e-02,5,-4.58016778e-01,1.69156519e-01,2.24038743e-01
4,9.00000000e-02,5,-4.58016778e-01,1.69156519e-01,2.26884306e-01
5,1.10000000e-01,5,-4.58016778e-01,1.69156519e-01,2.29937103e-01
6,1.30000000e-01,5,-4.58016778e-01,1.69156519e-01,2.33205151e-01
7,1.50000000e-01,5,-4.58016778e-01,1.69156519e-01,2.36698671e-01
8,1.70000000e-01,5,-4.58016778e-01,1.69156519e-01,2.40428532e-01
9,1.90000000e-01,5,-4.58016778e-01,1.69156519e-01,2.44406225e-01
10,2.10000000e-01,5,-4.58016778e-01,1.69156519e-01,2.48643568e-01
11,2.30000000e-01,5,-4.58016778e-01,1.69156519e-01,2.53152924e-01
12,2.50000000e-01,5,-4.58016778e-01,1.69156519e-01,2.57947088e-01
13,2.70000000e-01,5,-4.58016778e-01,1.69156519e-01,2.63039493e-01
14,2.90000000e-01,5,-4.58016778e-01,1.69156519e-01,2.68444171e-01
15,3.10000000e-01,5,-4.58016778e-01,1.69156519e-01,2.74175923e-01
16,3.30000000e-01,5,-4.58016778e-01,1.69156519e-01,2.80250345e-01
17,3.50000000e-01,5,-4.58016778e-01,1.69156519e-01,2.86683973e-01
18,3.70000000e-01,5,-4.58016778e-01,1.69156519e-01,2.93494368e-01
19,3.90000000e-01,5,-4.58016778e-01,1.69156519e-01,3.00700270e-01
20,4.10000000e-01,5,-4.58016778e-01,1.69156519e-01,3.08321728e-01
21,4.30000000e-01,5,-4.58016778e-01,1.69156519e-01,3.16380292e-01
22,4.50000000e-01,5,-4.58016778e-01,1.69156519e-01,3.24899202e-01
23,4.70000000e-01,5,-4.58016778e-01,1.69156519e-01,3.33903624e-01
24,4.90000000e-01,5,-4.58016778e-01,1.69156519e-01,3.43420926e-01
25,5.10000000e-01,5,-4.58016778e-01,1.69156519e-01,3.53480980e-01
26,5.30000000e-01,5,-4.58016778e-01,1.69156519e-01,3.64116532e-01
27,5.50000000e-01,5,-4.58016778e-01,1.69156519e-01,3.75363616e-01
28,5.70000000e-01,5,-4.58016778e-01,1.69156519e-01,3.87262041e-01
29,5.90000000e-01,5,-4.58016778e-01,1.69156519e-01,3.99855947e-01
30,6.10000000e-01,5,-4.58016778e-01,1.69156519e-01,4.13194463e-01
31,6.30000000e-01,5,-4.58016778e-01,1.69156519e-01,4.27332468e-01
32,6.50000000e-01,5,-4.58016778e-01,1.69156519e-01,4.42331480e-01
33,6.70000000e-01,5,-4.58016778e-01,1.69156519e-01,4.58260710e-01
34,6.90000000e-01,5,-4.58016778e-01,1.69156519e-01,4.75198328e-01
35,7.10000000e-01,5,-4.58016778e-01,1.69156519e-01,4.93232969e-01
36,7.30000000e-01,5,-4.58016778e-01,1.69156519e-01,5.12465596e-01
37,7.50000000e-01,5,-4.58016778e-01,1.69156519e-01,5.33011791e-01
38,7.70000000e-01,5,-4.58016778e-01,1.69156519e-01,5.55004660e-01
39,7.90000000e-01,5,-4.58016778e-01,1.69156519e-01,5.78598537e-01
40,8.10000000e-01,5,-4.58016778e-01,1.69156519e-01,6.03973829e-01
41,8.30000000e-01,5,-4.58016778e-01,1.69156519e-01,6.31343406e-01
42,8.50000000e-01,5,-4.58016778e-01,1.69156519e-01,6.60961195e-01
43,8.70000000e-01,5,-4.58016778e-01,1.69156519e-01,6.93133779e-01
44,8.90000000e-01,5,-4.58016778e-01,1.69156519e-01,7.28236266e-01
45,9.10000000e-01,5,-4.58016778e-01,1.69156519e-01,7.66733212e-01
46,9.30000000e-01,5,-4.58016778e-01,1.69156519e-01,8.09208235e-01
47,9.50000000e-01,5,-4.58016778e-01,1.69156519e-01,8.56387923e-01
48,9.70000000e-01,5,-4.58016778e-01,1.69156519e-01,9.09228515e-01
49,9.90000000e-01,5,-4.58016778e-01,1.69156519e-01,9.68601480e-01
0,1.00000000e-02,6,-2.81603551e-01,1.82603415e-01,2.16611353e-01
1,3.00000000e-02,6,-2.81603551e-01,1.82603415e-01,2.17810404e-01
2,5.00000000e-02,6,-2.81603551e-01,1.82603415e-01,2.19447186e-01
3,7.00000000e-02,6,-2.81603551e-01,1.82603415e-01,2.21291846e-01
4,9.00000000e-02,6,-2.81603551e-01,1.82603415e-01,2.23321359e-01
5,1.10000000e-01,6,-2.81603551e-01,1.82603415e-01,2.25539681e-01
6,1.30000000e-01,6,-2.81603551e-01,1.82603415e-01,2.27955287e-01
7,1.50000000e-01,6,-2.81603551e-01,1.82603415e-01,2.30578203e-01
8,1.70000000e-01,6,-2.81603551e-01,1.82603415e-01,2.33418566e-01
9,1.90000000e-01,6,-2.81603551e-01,1.82603415e-01,2.36486875e-01
10,2.10000000e-01,6,-2.81603551e-01,1.82603415e-01,2.39793639e-01
11,2.30000000e-01,6,-2.81603551e-01,1.82603415e-01,2.43349731e-01
12,2.50000000e-01,6,-2.81603551e-01,1.82603415e-01,2.47166215e-01
13,2.70000000e-01,6,-2.81603551e-01,1.82603415e-01,2.51254638e-01
14,2.90000000e-01,6,-2.81603551e-01,1.82603415e-01,2.55626948e-01
15,3.10000000e-01,6,-2.81603551e-01,1.82603415e-01,2.60295725e-01
16,3.30000000e-01,6,-2.81603551e-01,1.82603415e-01,2.65274185e-01
17,3.50000000e-01,6,-2.81603551e-01,1.82603415e-01,2.70576371e-01
18,3.70000000e-01,6,-2.81603551e-01,1.82603415e-01,2.76217239e-01
19,3.90000000e-01,6,-2.81603551e-01,1.82603415e-01,2.82212848e-01
20,4.10000000e-01,6,-2.81603551e-01,1.82603415e-01,2.88580513e-01
21,4.30000000e-01,6,-2.81603551e-01,1.82603415e-01,2.95339032e-01
22,4.50000000e-01,6,-2.81603551e-01,1.82603415e-01,3.02508911e-01
23,4.70000000e-01,6,-2.81603551e-01,1.82603415e-01,3.10112649e-01
24,4.90000000e-01,6,-2.81603551e-01,1.82603415e-01,3.18175053e-01
25,5.10000000e-01,6,-2.81603551e-01,1.82603415e-01,3.26723612e-01
26,5.30000000e-01,6,-2.81603551e-01,1.82603415e-01,3.35788919e-01
27,5.50000000e-01,6,-2.81603551e-01,1.82603415e-01,3.45405166e-01
28,5.70000000e-01,6,-2.81603551e-01,1.82603415e-01,3.55610721e-01
29,5.90000000e-01,6,-2.81603551e-01,1.82603415e-01,3.66448794e-01
30,6.10000000e-01,6,-2.81603551e-01,1.82603415e-01,3.77968231e-01
31,6.30000000e-01,6,-2.81603551e-01,1.82603415e-01,3.90224451e-01
32,6.50000000e-01,6,-2.81603551e-01,1.82603415e-01,4.03280584e-01
33,6.70000000e-01,6,-2.81603551e-01,1.82603415e-01,4.17208856e-01
34,6.90000000e-01,6,-2.81603551e-01,1.82603415e-01,4.32092330e-01
35,7.10000000e-01,6,-2.81603551e-01,1.82603415e-01,4.48027114e-01
36,7.30000000e-01,6,-2.81603551e-01,1.82603415e-01,4.65125236e-01
37,7.50000000e-01,6,-2.81603551e-01,1.82603415e-01,4.83518465e-01
38,7.70000000e-01,6,-2.81603551e-01,1.82603415e-01,5.03363484e-01
39,7.90000000e-01,6,-2.81603551e-01,1.82603415e-01,5.24849056e-01
