cell,r_center_cm,psi_start
210,4.19000000e+00,1.63675219e+00
211,4.21000000e+00,1.63745887e+00
212,4.23000000e+00,1.63816895e+00
213,4.25000000e+00,1.63888242e+00
214,4.27000000e+00,1.63959931e+00
215,4.29000000e+00,1.64031959e+00
216,4.31000000e+00,1.64104329e+00
217,4.33000000e+00,1.64177040e+00
218,4.35000000e+00,1.64250092e+00
219,4.37000000e+00,1.64323486e+00
220,4.39000000e+00,1.64397222e+00
221,4.41000000e+00,1.64471301e+00
222,4.43000000e+00,1.64545721e+00
223,4.45000000e+00,1.64620485e+00
224,4.47000000e+00,1.64695591e+00
225,4.49000000e+00,1.64771041e+00
226,4.51000000e+00,1.64846834e+00
227,4.53000000e+00,1.64922972e+00
228,4.55000000e+00,1.64999453e+00
229,4.57000000e+00,1.65076279e+00
230,4.59000000e+00,1.65153449e+00
231,4.61000000e+00,1.65230965e+00
232,4.63000000e+00,1.65308825e+00
233,4.65000000e+00,1.65387031e+00
234,4.67000000e+00,1.65465583e+00
235,4.69000000e+00,1.65544481e+00
236,4.71000000e+00,1.65623726e+00
237,4.73000000e+00,1.65703317e+00
238,4.75000000e+00,1.65783255e+00
239,4.77000000e+00,1.65863540e+00
240,4.79000000e+00,1.65944173e+00
241,4.81000000e+00,1.66025154e+00
242,4.83000000e+00,1.66106482e+00
243,4.85000000e+00,1.66188160e+00
244,4.87000000e+00,1.66270186e+00
245,4.89000000e+00,1.66352560e+00
246,4.91000000e+00,1.66435285e+00
247,4.93000000e+00,1.66518358e+00
248,4.95000000e+00,1.66601782e+00
249,4.97000000e+00,1.66685556e+00
250,4.99000000e+00,1.66769681e+00
251,5.01000000e+00,1.66854156e+00
252,5.03000000e+00,1.66938982e+00
253,5.05000000e+00,1.67024160e+00
254,5.07000000e+00,1.67109690e+00
255,5.09000000e+00,1.67195571e+00
256,5.11000000e+00,1.67281805e+00
257,5.13000000e+00,1.67368392e+00
258,5.15000000e+00,1.67455331e+00
259,5.17000000e+00,1.67542624e+00
260,5.19000000e+00,1.67630271e+00
261,5.21000000e+00,1.67718271e+00
262,5.23000000e+00,1.67806626e+00
263,5.25000000e+00,1.67895336e+00
264,5.27000000e+00,1.67984400e+00
265,5.29000000e+00,1.68073819e+00
266,5.31000000e+00,1.68163594e+00
267,5.33000000e+00,1.68253725e+00
268,5.35000000e+00,1.68344212e+00
269,5.37000000e+00,1.68435056e+00
270,5.39000000e+00,1.68526256e+00
271,5.41000000e+00,1.68617814e+00
272,5.43000000e+00,1.68709729e+00
273,5.45000000e+00,1.68802002e+00
274,5.47000000e+00,1.68894634e+00
275,5.49000000e+00,1.68987623e+00
276,5.51000000e+00,1.69080972e+00
277,5.53000000e+00,1.69174680e+00
278,5.55000000e+00,1.69268747e+00
279,5.57000000e+00,1.69363175e+00
280,5.59000000e+00,1.69457962e+00
281,5.61000000e+00,1.69553110e+00
282,5.63000000e+00,1.69648619e+00
283,5.65000000e+00,1.69744490e+00
284,5.67000000e+00,1.69840722e+00
285,5.69000000e+00,1.69937315e+00
286,5.71000000e+00,1.70034272e+00
287,5.73000000e+00,1.70131590e+00
288,5.75000000e+00,1.70229272e+00
289,5.77000000e+00,1.70327318e+00
290,5.79000000e+00,1.70425727e+00
291,5.81000000e+00,1.70524500e+00
292,5.83000000e+00,1.70623637e+00
293,5.85000000e+00,1.70723140e+00
294,5.87000000e+00,1.70823007e+00
295,5.89000000e+00,1.70923240e+00
296,5.91000000e+00,1.71023839e+00
297,5.93000000e+00,1.71124804e+00
298,5.95000000e+00,1.71226136e+00
299,5.97000000e+00,1.71327835e+00
300,5.99000000e+00,1.71429901e+00
301,6.01000000e+00,1.71532335e+00
302,6.03000000e+00,1.71635137e+00
303,6.05000000e+00,1.71738308e+00
304,6.07000000e+00,1.71841847e+00
305,6.09000000e+00,1.71945756e+00
306,6.11000000e+00,1.72050034e+00
307,6.13000000e+00,1.72154683e+00
308,6.15000000e+00,1.72259701e+00
309,6.17000000e+00,1.72365091e+00
310,6.19000000e+00,1.72470851e+00
311,6.21000000e+00,1.72576984e+00
312,6.23000000e+00,1.72683488e+00
313,6.25000000e+00,1.72790364e+00
314,6.27000000e+00,1.72897613e+00
315,6.29000000e+00,1.73005235e+00
316,6.31000000e+00,1.73113231e+00
317,6.33000000e+00,1.73221600e+00
318,6.35000000e+00,1.73330344e+00
319,6.37000000e+00,1.73439462e+00
320,6.39000000e+00,1.73548956e+00
321,6.41000000e+00,1.73658825e+00
322,6.43000000e+00,1.73769070e+00
323,6.45000000e+00,1.73879691e+00
324,6.47000000e+00,1.73990688e+00
325,6.49000000e+00,1.74102063e+00
326,6.51000000e+00,1.74213815e+00
327,6.53000000e+00,1.74325946e+00
328,6.55000000e+00,1.74438454e+00
329,6.57000000e+00,1.74551341e+00
330,6.59000000e+00,1.74664607e+00
331,6.61000000e+00,1.74778253e+00
332,6.63000000e+00,1.74892279e+00
333,6.65000000e+00,1.75006685e+00
334,6.67000000e+00,1.75121472e+00
335,6.69000000e+00,1.75236640e+00
336,6.71000000e+00,1.75352189e+00
337,6.73000000e+00,1.75468121e+00
338,6.75000000e+00,1.75584435e+00
339,6.77000000e+00,1.75701132e+00
340,6.79000000e+00,1.75818212e+00
341,6.81000000e+00,1.75935676e+00
342,6.83000000e+00,1.76053524e+00
343,6.85000000e+00,1.76171757e+00
344,6.87000000e+00,1.76290375e+00
345,6.89000000e+00,1.76409378e+00
346,6.91000000e+00,1.76528767e+00
347,6.93000000e+00,1.76648543e+00
348,6.95000000e+00,1.76768705e+00
349,6.97000000e+00,1.76889254e+00
350,6.99000000e+00,1.77010191e+00
351,7.01000000e+00,1.77131516e+00
352,7.03000000e+00,1.77253230e+00
353,7.05000000e+00,1.77375333e+00
354,7.07000000e+00,1.77497825e+00
355,7.09000000e+00,1.77620707e+00
356,7.11000000e+00,1.77743979e+00
357,7.13000000e+00,1.77867642e+00
358,7.15000000e+00,1.77991696e+00
359,7.17000000e+00,1.78116142e+00
360,7.19000000e+00,1.78240980e+00
361,7.21000000e+00,1.78366211e+00
362,7.23000000e+00,1.78491834e+00
363,7.25000000e+00,1.78617851e+00
364,7.27000000e+00,1.78744262e+00
365,7.29000000e+00,1.78871068e+00
366,7.31000000e+00,1.78998268e+00
367,7.33000000e+00,1.79125864e+00
368,7.35000000e+00,1.79253856e+00
369,7.37000000e+00,1.79382244e+00
370,7.39000000e+00,1.79511028e+00
371,7.41000000e+00,1.79640210e+00
372,7.43000000e+00,1.79769790e+00
373,7.45000000e+00,1.79899768e+00
374,7.47000000e+00,1.80030144e+00
375,7.49000000e+00,1.80160920e+00
376,7.51000000e+00,1.80292095e+00
377,7.53000000e+00,1.80423670e+00
378,7.55000000e+00,1.80555646e+00
379,7.57000000e+00,1.80688023e+00
380,7.59000000e+00,1.80820801e+00
381,7.61000000e+00,1.80953982e+00
382,7.63000000e+00,1.81087565e+00
383,7.65000000e+00,1.81221551e+00
384,7.67000000e+00,1.81355941e+00
385,7.69000000e+00,1.81490734e+00
386,7.71000000e+00,1.81625932e+00
387,7.73000000e+00,1.81761535e+00
388,7.75000000e+00,1.81897543e+00
389,7.77000000e+00,1.82033958e+00
390,7.79000000e+00,1.82170778e+00
391,7.81000000e+00,1.82308006e+00
392,7.83000000e+00,1.82445641e+00
393,7.85000000e+00,1.82583684e+00
394,7.87000000e+00,1.82722136e+00
395,7.89000000e+00,1.82860996e+00
396,7.91000000e+00,1.83000266e+00
397,7.93000000e+00,1.83139946e+00
398,7.95000000e+00,1.83280036e+00
399,7.97000000e+00,1.83420537e+00
400,7.99000000e+00,1.83561449e+00
401,8.01000000e+00,1.83702773e+00
402,8.03000000e+00,1.83844510e+00
403,8.05000000e+00,1.83986660e+00
404,8.07000000e+00,1.84129222e+00
405,8.09000000e+00,1.84272199e+00
406,8.11000000e+00,1.84415590e+00
407,8.13000000e+00,1.84559396e+00
408,8.15000000e+00,1.84703617e+00
409,8.17000000e+00,1.84848253e+00
410,8.19000000e+00,1.84993306e+00
411,8.21000000e+00,1.85138776e+00
412,8.23000000e+00,1.85284663e+00
413,8.25000000e+00,1.85430967e+00
414,8.27000000e+00,1.85577689e+00
415,8.29000000e+00,1.85724830e+00
416,8.31000000e+00,1.85872390e+00
417,8.33000000e+00,1.86020369e+00
418,8.35000000e+00,1.86168768e+00
419,8.37000000e+00,1.86317587e+00
420,8.39000000e+00,1.86466827e+00
421,8.41000000e+00,1.86616488e+00
422,8.43000000e+00,1.86766570e+00
423,8.45000000e+00,1.86917075e+00
424,8.47000000e+00,1.87068001e+00
425,8.49000000e+00,1.87219350e+00
426,8.51000000e+00,1.87371123e+00
427,8.53000000e+00,1.87523318e+00
428,8.55000000e+00,1.87675938e+00
429,8.57000000e+00,1.87828982e+00
430,8.59000000e+00,1.87982450e+00
431,8.61000000e+00,1.88136343e+00
432,8.63000000e+00,1.88290662e+00
433,8.65000000e+00,1.88445406e+00
434,8.67000000e+00,1.88600576e+00
435,8.69000000e+00,1.88756173e+00
436,8.71000000e+00,1.88912196e+00
437,8.73000000e+00,1.89068645e+00
438,8.75000000e+00,1.89225523e+00
439,8.77000000e+00,1.89382827e+00
440,8.79000000e+00,1.89540560e+00
441,8.81000000e+00,1.89698720e+00
442,8.83000000e+00,1.89857309e+00
443,8.85000000e+00,1.90016326e+00
444,8.87000000e+00,1.90175772e+00
445,8.89000000e+00,1.90335647e+00
446,8.91000000e+00,1.90495950e+00
447,8.93000000e+00,1.90656682e+00
448,8.95000000e+00,1.90817842e+00
449,8.97000000e+00,1.90979430e+00
450,8.99000000e+00,1.91141446e+00
451,9.01000000e+00,1.91303890e+00
452,9.03000000e+00,1.91466759e+00
453,9.05000000e+00,1.91630053e+00
454,9.07000000e+00,1.91793771e+00
455,9.09000000e+00,1.91957910e+00
456,9.11000000e+00,1.92122469e+00
457,9.13000000e+00,1.92287444e+00
458,9.15000000e+00,1.92452832e+00
459,9.17000000e+00,1.92618628e+00
460,9.19000000e+00,1.92784828e+00
461,9.21000000e+00,1.92951425e+00
462,9.23000000e+00,1.93118412e+00
463,9.25000000e+00,1.93285781e+00
464,9.27000000e+00,1.93453521e+00
465,9.29000000e+00,1.93621621e+00
466,9.31000000e+00,1.93790068e+00
467,9.33000000e+00,1.93958847e+00
468,9.35000000e+00,1.94127939e+00
469,9.37000000e+00,1.94297325e+00
470,9.39000000e+00,1.94466981e+00
471,9.41000000e+00,1.94636883e+00
472,9.43000000e+00,1.94807002e+00
473,9.45000000e+00,1.94977306e+00
474,9.47000000e+00,1.95147758e+00
475,9.49000000e+00,1.95318321e+00
476,9.51000000e+00,1.95488950e+00
477,9.53000000e+00,1.95659600e+00
478,9.55000000e+00,1.95830219e+00
479,9.57000000e+00,1.96000752e+00
480,9.59000000e+00,1.96171139e+00
481,9.61000000e+00,1.96341317e+00
482,9.63000000e+00,1.96511216e+00
483,9.65000000e+00,1.96680763e+00
484,9.67000000e+00,1.96849878e+00
485,9.69000000e+00,1.97018475e+00
486,9.71000000e+00,1.97186459e+00
487,9.73000000e+00,1.97353724e+00
488,9.75000000e+00,1.97520148e+00
489,9.77000000e+00,1.97685592e+00
490,9.79000000e+00,1.97849889e+00
491,9.81000000e+00,1.98012833e+00
492,9.83000000e+00,1.98174171e+00
493,9.85000000e+00,1.98333582e+00
494,9.87000000e+00,1.98490652e+00
495,9.89000000e+00,1.98644852e+00
496,9.91000000e+00,1.98795495e+00
497,9.93000000e+00,1.98941686e+00
498,9.95000000e+00,1.99082228e+00
499,9.97000000e+00,1.99215349e+00
500,9.99000000e+00,1.99337703e+00
