cell,r_center_cm,direction,mu_m,psi_ang_in
49,9.90000000e-01,1,-9.44575023e-01,1.96262783e+00
0,1.00000000e-02,2,-8.65631202e-01,4.35180462e-01
1,3.00000000e-02,2,-8.65631202e-01,4.42396924e-01
2,5.00000000e-02,2,-8.65631202e-01,4.51100095e-01
3,7.00000000e-02,2,-8.65631202e-01,4.60473432e-01
4,9.00000000e-02,2,-8.65631202e-01,4.70423678e-01
5,1.10000000e-01,2,-8.65631202e-01,4.80940335e-01
6,1.30000000e-01,2,-8.65631202e-01,4.92031839e-01
7,1.50000000e-01,2,-8.65631202e-01,5.03713665e-01
8,1.70000000e-01,2,-8.65631202e-01,5.16004338e-01
9,1.90000000e-01,2,-8.65631202e-01,5.28924499e-01
10,2.10000000e-01,2,-8.65631202e-01,5.42496183e-01
11,2.30000000e-01,2,-8.65631202e-01,5.56742828e-01
12,2.50000000e-01,2,-8.65631202e-01,5.71689052e-01
13,2.70000000e-01,2,-8.65631202e-01,5.87360782e-01
14,2.90000000e-01,2,-8.65631202e-01,6.03785174e-01
15,3.10000000e-01,2,-8.65631202e-01,6.20990739e-01
16,3.30000000e-01,2,-8.65631202e-01,6.39007328e-01
17,3.50000000e-01,2,-8.65631202e-01,6.57866230e-01
18,3.70000000e-01,2,-8.65631202e-01,6.77600197e-01
19,3.90000000e-01,2,-8.65631202e-01,6.98243517e-01
20,4.10000000e-01,2,-8.65631202e-01,7.19832054e-01
21,4.30000000e-01,2,-8.65631202e-01,7.42403303e-01
22,4.50000000e-01,2,-8.65631202e-01,7.65996429e-01
23,4.70000000e-01,2,-8.65631202e-01,7.90652304e-01
24,4.90000000e-01,2,-8.65631202e-01,8.16413534e-01
25,5.10000000e-01,2,-8.65631202e-01,8.43324473e-01
26,5.30000000e-01,2,-8.65631202e-01,8.71431224e-01
27,5.50000000e-01,2,-8.65631202e-01,9.00781623e-01
28,5.70000000e-01,2,-8.65631202e-01,9.31425202e-01
29,5.90000000e-01,2,-8.65631202e-01,9.63413122e-01
