cell,r_center_cm,direction,mu_m,w_m,psi_cell
42,8.50000000e-01,8,9.50125098e-02,1.89450610e-01,9.04112501e-01
43,8.70000000e-01,8,9.50125098e-02,1.89450610e-01,9.45032989e-01
44,8.90000000e-01,8,9.50125098e-02,1.89450610e-01,9.90995200e-01
45,9.10000000e-01,8,9.50125098e-02,1.89450610e-01,1.04357490e+00
46,9.30000000e-01,8,9.50125098e-02,1.89450610e-01,1.10482830e+00
47,9.50000000e-01,8,9.50125098e-02,1.89450610e-01,1.18118196e+00
48,9.70000000e-01,8,9.50125098e-02,1.89450610e-01,1.26957021e+00
49,9.90000000e-01,8,9.50125098e-02,1.89450610e-01,1.45587466e+00
0,1.00000000e-02,9,2.81603551e-01,1.82603415e-01,4.28607011e-01
1,3.00000000e-02,9,2.81603551e-01,1.82603415e-01,4.26848585e-01
2,5.00000000e-02,9,2.81603551e-01,1.82603415e-01,4.25070123e-01
3,7.00000000e-02,9,2.81603551e-01,1.82603415e-01,4.24124880e-01
4,9.00000000e-02,9,2.81603551e-01,1.82603415e-01,4.23046665e-01
5,1.10000000e-01,9,2.81603551e-01,1.82603415e-01,4.22611691e-01
6,1.30000000e-01,9,2.81603551e-01,1.82603415e-01,4.22365459e-01
7,1.50000000e-01,9,2.81603551e-01,1.82603415e-01,4.22486387e-01
8,1.70000000e-01,9,2.81603551e-01,1.82603415e-01,4.23042893e-01
9,1.90000000e-01,9,2.81603551e-01,1.82603415e-01,4.23860290e-01
10,2.10000000e-01,9,2.81603551e-01,1.82603415e-01,4.25174348e-01
11,2.30000000e-01,9,2.81603551e-01,1.82603415e-01,4.26778343e-01
12,2.50000000e-01,9,2.81603551e-01,1.82603415e-01,4.28859565e-01
13,2.70000000e-01,9,2.81603551e-01,1.82603415e-01,4.31290666e-01
14,2.90000000e-01,9,2.81603551e-01,1.82603415e-01,4.34177664e-01
15,3.10000000e-01,9,2.81603551e-01,1.82603415e-01,4.37463637e-01
16,3.30000000e-01,9,2.81603551e-01,1.82603415e-01,4.41201507e-01
17,3.50000000e-01,9,2.81603551e-01,1.82603415e-01,4.45374614e-01
18,3.70000000e-01,9,2.81603551e-01,1.82603415e-01,4.50010671e-01
19,3.90000000e-01,9,2.81603551e-01,1.82603415e-01,4.55112418e-01
20,4.10000000e-01,9,2.81603551e-01,1.82603415e-01,4.60698785e-01
21,4.30000000e-01,9,2.81603551e-01,1.82603415e-01,4.66781757e-01
22,4.50000000e-01,9,2.81603551e-01,1.82603415e-01,4.73379417e-01
23,4.70000000e-01,9,2.81603551e-01,1.82603415e-01,4.80509355e-01
24,4.90000000e-01,9,2.81603551e-01,1.82603415e-01,4.88192430e-01
25,5.10000000e-01,9,2.81603551e-01,1.82603415e-01,4.96451310e-01
26,5.30000000e-01,9,2.81603551e-01,1.82603415e-01,5.05311617e-01
27,5.50000000e-01,9,2.81603551e-01,1.82603415e-01,5.14801889e-01
28,5.70000000e-01,9,2.81603551e-01,1.82603415e-01,5.24954144e-01
29,5.90000000e-01,9,2.81603551e-01,1.82603415e-01,5.35804252e-01
30,6.10000000e-01,9,2.81603551e-01,1.82603415e-01,5.47392478e-01
31,6.30000000e-01,9,2.81603551e-01,1.82603415e-01,5.59764073e-01
32,6.50000000e-01,9,2.81603551e-01,1.82603415e-01,5.72969994e-01
33,6.70000000e-01,9,2.81603551e-01,1.82603415e-01,5.87067780e-01
34,6.90000000e-01,9,2.81603551e-01,1.82603415e-01,6.02122640e-01
35,7.10000000e-01,9,2.81603551e-01,1.82603415e-01,6.18208837e-01
36,7.30000000e-01,9,2.81603551e-01,1.82603415e-01,6.35411489e-01
37,7.50000000e-01,9,2.81603551e-01,1.82603415e-01,6.53828955e-01
38,7.70000000e-01,9,2.81603551e-01,1.82603415e-01,6.73576065e-01
39,7.90000000e-01,9,2.81603551e-01,1.82603415e-01,6.94788566e-01
40,8.10000000e-01,9,2.81603551e-01,1.82603415e-01,7.17629361e-01
41,8.30000000e-01,9,2.81603551e-01,1.82603415e-01,7.42297420e-01
42,8.50000000e-01,9,2.81603551e-01,1.82603415e-01,7.69040991e-01
43,8.70000000e-01,9,2.81603551e-01,1.82603415e-01,7.98177163e-01
44,8.90000000e-01,9,2.81603551e-01,1.82603415e-01,8.30125598e-01
45,9.10000000e-01,9,2.81603551e-01,1.82603415e-01,8.65453516e-01
46,9.30000000e-01,9,2.81603551e-01,1.82603415e-01,9.05022161e-01
47,9.50000000e-01,9,2.81603551e-01,1.82603415e-01,9.49929589e-01
48,9.70000000e-01,9,2.81603551e-01,1.82603415e-01,1.00334559e+00
49,9.90000000e-01,9,2.81603551e-01,1.82603415e-01,1.06308575e+00
0,1.00000000e-02,10,4.58016778e-01,1.69156519e-01,4.27594451e-01
1,3.00000000e-02,10,4.58016778e-01,1.69156519e-01,4.24560374e-01
2,5.00000000e-02,10,4.58016778e-01,1.69156519e-01,4.21277901e-01
3,7.00000000e-02,10,4.58016778e-01,1.69156519e-01,4.18722647e-01
4,9.00000000e-02,10,4.58016778e-01,1.69156519e-01,4.16473337e-01
5,1.10000000e-01,10,4.58016778e-01,1.69156519e-01,4.14298174e-01
6,1.30000000e-01,10,4.58016778e-01,1.69156519e-01,4.12807047e-01
7,1.50000000e-01,10,4.58016778e-01,1.69156519e-01,4.11421058e-01
8,1.70000000e-01,10,4.58016778e-01,1.69156519e-01,4.10497293e-01
9,1.90000000e-01,10,4.58016778e-01,1.69156519e-01,4.09946213e-01
10,2.10000000e-01,10,4.58016778e-01,1.69156519e-01,4.09703167e-01
11,2.30000000e-01,10,4.58016778e-01,1.69156519e-01,4.09909963e-01
12,2.50000000e-01,10,4.58016778e-01,1.69156519e-01,4.10432024e-01
13,2.70000000e-01,10,4.58016778e-01,1.69156519e-01,4.11389517e-01
14,2.90000000e-01,10,4.58016778e-01,1.69156519e-01,4.12703070e-01
15,3.10000000e-01,10,4.58016778e-01,1.69156519e-01,4.14436589e-01
16,3.30000000e-01,10,4.58016778e-01,1.69156519e-01,4.16558204e-01
17,3.50000000e-01,10,4.58016778e-01,1.69156519e-01,4.19098472e-01
18,3.70000000e-01,10,4.58016778e-01,1.69156519e-01,4.22050408e-01
19,3.90000000e-01,10,4.58016778e-01,1.69156519e-01,4.25430579e-01
20,4.10000000e-01,10,4.58016778e-01,1.69156519e-01,4.29243369e-01
21,4.30000000e-01,10,4.58016778e-01,1.69156519e-01,4.33501448e-01
22,4.50000000e-01,10,4.58016778e-01,1.69156519e-01,4.38214745e-01
23,4.70000000e-01,10,4.58016778e-01,1.69156519e-01,4.43396497e-01
24,4.90000000e-01,10,4.58016778e-01,1.69156519e-01,4.49060372e-01
25,5.10000000e-01,10,4.58016778e-01,1.69156519e-01,4.55222130e-01
26,5.30000000e-01,10,4.58016778e-01,1.69156519e-01,4.61899090e-01
27,5.50000000e-01,10,4.58016778e-01,1.69156519e-01,4.69110661e-01
28,5.70000000e-01,10,4.58016778e-01,1.69156519e-01,4.76878414e-01
29,5.90000000e-01,10,4.58016778e-01,1.69156519e-01,4.85226396e-01
30,6.10000000e-01,10,4.58016778e-01,1.69156519e-01,4.94181386e-01
31,6.30000000e-01,10,4.58016778e-01,1.69156519e-01,5.03773225e-01
32,6.50000000e-01,10,4.58016778e-01,1.69156519e-01,5.14035183e-01
33,6.70000000e-01,10,4.58016778e-01,1.69156519e-01,5.25004393e-01
34,6.90000000e-01,10,4.58016778e-01,1.69156519e-01,5.36722362e-01
35,7.10000000e-01,10,4.58016778e-01,1.69156519e-01,5.49235591e-01
36,7.30000000e-01,10,4.58016778e-01,1.69156519e-01,5.62596335e-01
37,7.50000000e-01,10,4.58016778e-01,1.69156519e-01,5.76863551e-01
38,7.70000000e-01,10,4.58016778e-01,1.69156519e-01,5.92104109e-01
39,7.90000000e-01,10,4.58016778e-01,1.69156519e-01,6.08394365e-01
40,8.10000000e-01,10,4.58016778e-01,1.69156519e-01,6.25822232e-01
41,8.30000000e-01,10,4.58016778e-01,1.69156519e-01,6.44489984e-01
42,8.50000000e-01,10,4.58016778e-01,1.69156519e-01,6.64518038e-01
43,8.70000000e-01,10,4.58016778e-01,1.69156519e-01,6.86050479e-01
44,8.90000000e-01,10,4.58016778e-01,1.69156519e-01,7.09261770e-01
45,9.10000000e-01,10,4.58016778e-01,1.69156519e-01,7.34372454e-01
46,9.30000000e-01,10,4.58016778e-01,1.69156519e-01,7.61643284e-01
47,9.50000000e-01,10,4.58016778e-01,1.69156519e-01,7.91527992e-01
48,9.70000000e-01,10,4.58016778e-01,1.69156519e-01,8.24023173e-01
49,9.90000000e-01,10,4.58016778e-01,1.69156519e-01,8.62888075e-01
0,1.00000000e-02,11,6.17876244e-01,1.49595989e-01,4.26780968e-01
1,3.00000000e-02,11,6.17876244e-01,1.49595989e-01,4.22446178e-01
2,5.00000000e-02,11,6.17876244e-01,1.49595989e-01,4.18012541e-01
3,7.00000000e-02,11,6.17876244e-01,1.49595989e-01,4.13857078e-01
4,9.00000000e-02,11,6.17876244e-01,1.49595989e-01,4.10461134e-01
5,1.10000000e-01,11,6.17876244e-01,1.49595989e-01,4.07165842e-01
6,1.30000000e-01,11,6.17876244e-01,1.49595989e-01,4.04152744e-01
7,1.50000000e-01,11,6.17876244e-01,1.49595989e-01,4.01745410e-01
8,1.70000000e-01,11,6.17876244e-01,1.49595989e-01,3.99504045e-01
9,1.90000000e-01,11,6.17876244e-01,1.49595989e-01,3.97708391e-01
10,2.10000000e-01,11,6.17876244e-01,1.49595989e-01,3.96292540e-01
11,2.30000000e-01,11,6.17876244e-01,1.49595989e-01,3.95201828e-01
12,2.50000000e-01,11,6.17876244e-01,1.49595989e-01,3.94535297e-01
13,2.70000000e-01,11,6.17876244e-01,1.49595989e-01,3.94204630e-01
14,2.90000000e-01,11,6.17876244e-01,1.49595989e-01,3.94282598e-01
15,3.10000000e-01,11,6.17876244e-01,1.49595989e-01,3.94723616e-01
16,3.30000000e-01,11,6.17876244e-01,1.49595989e-01,3.95563343e-01
17,3.50000000e-01,11,6.17876244e-01,1.49595989e-01,3.96785955e-01
18,3.70000000e-01,11,6.17876244e-01,1.49595989e-01,3.98408376e-01
19,3.90000000e-01,11,6.17876244e-01,1.49595989e-01,4.00429120e-01
20,4.10000000e-01,11,6.17876244e-01,1.49595989e-01,4.02858432e-01
21,4.30000000e-01,11,6.17876244e-01,1.49595989e-01,4.05701334e-01
22,4.50000000e-01,11,6.17876244e-01,1.49595989e-01,4.08967027e-01
23,4.70000000e-01,11,6.17876244e-01,1.49595989e-01,4.12664055e-01
24,4.90000000e-01,11,6.17876244e-01,1.49595989e-01,4.16802920e-01
25,5.10000000e-01,11,6.17876244e-01,1.49595989e-01,4.21394949e-01
26,5.30000000e-01,11,6.17876244e-01,1.49595989e-01,4.26453008e-01
27,5.50000000e-01,11,6.17876244e-01,1.49595989e-01,4.31991362e-01
28,5.70000000e-01,11,6.17876244e-01,1.49595989e-01,4.38025950e-01
29,5.90000000e-01,11,6.17876244e-01,1.49595989e-01,4.44574503e-01
30,6.10000000e-01,11,6.17876244e-01,1.49595989e-01,4.51656762e-01
31,6.30000000e-01,11,6.17876244e-01,1.49595989e-01,4.59294688e-01
32,6.50000000e-01,11,6.17876244e-01,1.49595989e-01,4.67512722e-01
33,6.70000000e-01,11,6.17876244e-01,1.49595989e-01,4.76338084e-01
34,6.90000000e-01,11,6.17876244e-01,1.49595989e-01,4.85801118e-01
35,7.10000000e-01,11,6.17876244e-01,1.49595989e-01,4.95935710e-01
36,7.30000000e-01,11,6.17876244e-01,1.49595989e-01,5.06779794e-01
37,7.50000000e-01,11,6.17876244e-01,1.49595989e-01,5.18375977e-01
38,7.70000000e-01,11,6.17876244e-01,1.49595989e-01,5.30772320e-01
39,7.90000000e-01,11,6.17876244e-01,1.49595989e-01,5.44023359e-01
40,8.10000000e-01,11,6.17876244e-01,1.49595989e-01,5.58191439e-01
41,8.30000000e-01,11,6.17876244e-01,1.49595989e-01,5.73348530e-01
42,8.50000000e-01,11,6.17876244e-01,1.49595989e-01,5.89578782e-01
43,8.70000000e-01,11,6.17876244e-01,1.49595989e-01,6.06982160e-01
44,8.90000000e-01,11,6.17876244e-01,1.49595989e-01,6.25680420e-01
45,9.10000000e-01,11,6.17876244e-01,1.49595989e-01,6.45824970e-01
46,9.30000000e-01,11,6.17876244e-01,1.49595989e-01,6.67621040e-01
47,9.50000000e-01,11,6.17876244e-01,1.49595989e-01,6.91319527e-01
48,9.70000000e-01,11,6.17876244e-01,1.49595989e-01,7.17514286e-01
49,9.90000000e-01,11,6.17876244e-01,1.49595989e-01,7.45944117e-01
0,1.00000000e-02,12,7.55404408e-01,1.24628971e-01,4.26234280e-01
1,3.00000000e-02,12,7.55404408e-01,1.24628971e-01,4.20668561e-01
2,5.00000000e-02,12,7.55404408e-01,1.24628971e-01,4.15213415e-01
3,7.00000000e-02,12,7.55404408e-01,1.24628971e-01,4.09962420e-01
4,9.00000000e-02,12,7.55404408e-01,1.24628971e-01,4.05190844e-01
5,1.10000000e-01,12,7.55404408e-01,1.24628971e-01,4.01068145e-01
6,1.30000000e-01,12,7.55404408e-01,1.24628971e-01,3.97110861e-01
7,1.50000000e-01,12,7.55404408e-01,1.24628971e-01,3.93468812e-01
8,1.70000000e-01,12,7.55404408e-01,1.24628971e-01,3.90385471e-01
9,1.90000000e-01,12,7.55404408e-01,1.24628971e-01,3.87561009e-01
10,2.10000000e-01,12,7.55404408e-01,1.24628971e-01,3.85139348e-01
11,2.30000000e-01,12,7.55404408e-01,1.24628971e-01,3.83116660e-01
12,2.50000000e-01,12,7.55404408e-01,1.24628971e-01,3.81435320e-01
13,2.70000000e-01,12,7.55404408e-01,1.24628971e-01,3.80161605e-01
14,2.90000000e-01,12,7.55404408e-01,1.24628971e-01,3.79242815e-01
15,3.10000000e-01,12,7.55404408e-01,1.24628971e-01,3.78718347e-01
16,3.30000000e-01,12,7.55404408e-01,1.24628971e-01,3.78565064e-01
17,3.50000000e-01,12,7.55404408e-01,1.24628971e-01,3.78801172e-01
18,3.70000000e-01,12,7.55404408e-01,1.24628971e-01,3.79420354e-01
19,3.90000000e-01,12,7.55404408e-01,1.24628971e-01,3.80431924e-01
20,4.10000000e-01,12,7.55404408e-01,1.24628971e-01,3.81837372e-01
21,4.30000000e-01,12,7.55404408e-01,1.24628971e-01,3.83643715e-01
22,4.50000000e-01,12,7.55404408e-01,1.24628971e-01,3.85856292e-01
23,4.70000000e-01,12,7.55404408e-01,1.24628971e-01,3.88482667e-01
24,4.90000000e-01,12,7.55404408e-01,1.24628971e-01,3.91530747e-01
25,5.10000000e-01,12,7.55404408e-01,1.24628971e-01,3.95009828e-01
26,5.30000000e-01,12,7.55404408e-01,1.24628971e-01,3.98930230e-01
27,5.50000000e-01,12,7.55404408e-01,1.24628971e-01,4.03303617e-01
28,5.70000000e-01,12,7.55404408e-01,1.24628971e-01,4.08143027e-01
29,5.90000000e-01,12,7.55404408e-01,1.24628971e-01,4.13463045e-01
30,6.10000000e-01,12,7.55404408e-01,1.24628971e-01,4.19279956e-01
31,6.30000000e-01,12,7.55404408e-01,1.24628971e-01,4.25611925e-01
32,6.50000000e-01,12,7.55404408e-01,1.24628971e-01,4.32479218e-01
33,6.70000000e-01,12,7.55404408e-01,1.24628971e-01,4.39904446e-01
34,6.90000000e-01,12,7.55404408e-01,1.24628971e-01,4.47912862e-01
35,7.10000000e-01,12,7.55404408e-01,1.24628971e-01,4.56532717e-01
36,7.30000000e-01,12,7.55404408e-01,1.24628971e-01,4.65795681e-01
37,7.50000000e-01,12,7.55404408e-01,1.24628971e-01,4.75737380e-01
38,7.70000000e-01,12,7.55404408e-01,1.24628971e-01,4.86398060e-01
39,7.90000000e-01,12,7.55404408e-01,1.24628971e-01,4.97823445e-01
40,8.10000000e-01,12,7.55404408e-01,1.24628971e-01,5.10065864e-01
41,8.30000000e-01,12,7.55404408e-01,1.24628971e-01,5.23185774e-01
42,8.50000000e-01,12,7.55404408e-01,1.24628971e-01,5.37253855e-01
43,8.70000000e-01,12,7.55404408e-01,1.24628971e-01,5.52354075e-01
44,8.90000000e-01,12,7.55404408e-01,1.24628971e-01,5.68587890e-01
45,9.10000000e-01,12,7.55404408e-01,1.24628971e-01,5.86082765e-01
46,9.30000000e-01,12,7.55404408e-01,1.24628971e-01,6.04996709e-01
47,9.50000000e-01,12,7.55404408e-01,1.24628971e-01,6.25580541e-01
48,9.70000000e-01,12,7.55404408e-01,1.24628971e-01,6.47995787e-01
49,9.90000000e-01,12,7.55404408e-01,1.24628971e-01,6.73744861e-01
0,1.00000000e-02,13,8.65631202e-01,9.51585117e-02,4.25974053e-01
1,3.00000000e-02,13,8.65631202e-01,9.51585117e-02,4.19472508e-01
2,5.00000000e-02,13,8.65631202e-01,9.51585117e-02,4.12937400e-01
3,7.00000000e-02,13,8.65631202e-01,9.51585117e-02,4.06978207e-01
4,9.00000000e-02,13,8.65631202e-01,9.51585117e-02,4.01295457e-01
5,1.10000000e-01,13,8.65631202e-01,9.51585117e-02,3.96086069e-01
6,1.30000000e-01,13,8.65631202e-01,9.51585117e-02,3.91483925e-01
7,1.50000000e-01,13,8.65631202e-01,9.51585117e-02,3.87189174e-01
8,1.70000000e-01,13,8.65631202e-01,9.51585117e-02,3.83190692e-01
9,1.90000000e-01,13,8.65631202e-01,9.51585117e-02,3.79693404e-01
10,2.10000000e-01,13,8.65631202e-01,9.51585117e-02,3.76543784e-01
11,2.30000000e-01,13,8.65631202e-01,9.51585117e-02,3.73772800e-01
12,2.50000000e-01,13,8.65631202e-01,9.51585117e-02,3.71407222e-01
13,2.70000000e-01,13,8.65631202e-01,9.51585117e-02,3.69402689e-01
14,2.90000000e-01,13,8.65631202e-01,9.51585117e-02,3.67795669e-01
15,3.10000000e-01,13,8.65631202e-01,9.51585117e-02,3.66559210e-01
16,3.30000000e-01,13,8.65631202e-01,9.51585117e-02,3.65711637e-01
17,3.50000000e-01,13,8.65631202e-01,9.51585117e-02,3.65242991e-01
18,3.70000000e-01,13,8.65631202e-01,9.51585117e-02,3.65161869e-01
19,3.90000000e-01,13,8.65631202e-01,9.51585117e-02,3.65466971e-01
20,4.10000000e-01,13,8.65631202e-01,9.51585117e-02,3.66163823e-01
21,4.30000000e-01,13,8.65631202e-01,9.51585117e-02,3.67255375e-01
22,4.50000000e-01,13,8.65631202e-01,9.51585117e-02,3.68747212e-01
23,4.70000000e-01,13,8.65631202e-01,9.51585117e-02,3.70644873e-01
24,4.90000000e-01,13,8.65631202e-01,9.51585117e-02,3.72955309e-01
25,5.10000000e-01,13,8.65631202e-01,9.51585117e-02,3.75686263e-01
26,5.30000000e-01,13,8.65631202e-01,9.51585117e-02,3.78846678e-01
27,5.50000000e-01,13,8.65631202e-01,9.51585117e-02,3.82446638e-01
28,5.70000000e-01,13,8.65631202e-01,9.51585117e-02,3.86497542e-01
29,5.90000000e-01,13,8.65631202e-01,9.51585117e-02,3.91012195e-01
30,6.10000000e-01,13,8.65631202e-01,9.51585117e-02,3.96004964e-01
31,6.30000000e-01,13,8.65631202e-01,9.51585117e-02,4.01491935e-01
32,6.50000000e-01,13,8.65631202e-01,9.51585117e-02,4.07491101e-01
33,6.70000000e-01,13,8.65631202e-01,9.51585117e-02,4.14022590e-01
34,6.90000000e-01,13,8.65631202e-01,9.51585117e-02,4.21108922e-01
35,7.10000000e-01,13,8.65631202e-01,9.51585117e-02,4.28775329e-01
36,7.30000000e-01,13,8.65631202e-01,9.51585117e-02,4.37050132e-01
37,7.50000000e-01,13,8.65631202e-01,9.51585117e-02,4.45965215e-01
38,7.70000000e-01,13,8.65631202e-01,9.51585117e-02,4.55556619e-01
39,7.90000000e-01,13,8.65631202e-01,9.51585117e-02,4.65865303e-01
40,8.10000000e-01,13,8.65631202e-01,9.51585117e-02,4.76938144e-01
41,8.30000000e-01,13,8.65631202e-01,9.51585117e-02,4.88829289e-01
42,8.50000000e-01,13,8.65631202e-01,9.51585117e-02,5.01602024e-01
43,8.70000000e-01,13,8.65631202e-01,9.51585117e-02,5.15331462e-01
44,8.90000000e-01,13,8.65631202e-01,9.51585117e-02,5.30108644e-01
45,9.10000000e-01,13,8.65631202e-01,9.51585117e-02,5.46046801e-01
46,9.30000000e-01,13,8.65631202e-01,9.51585117e-02,5.63293991e-01
47,9.50000000e-01,13,8.65631202e-01,9.51585117e-02,5.82047274e-01
48,9.70000000e-01,13,8.65631202e-01,9.51585117e-02,6.02637862e-01
49,9.90000000e-01,13,8.65631202e-01,9.51585117e-02,6.25384106e-01
0,1.00000000e-02,14,9.44575023e-01,6.22535239e-02,4.25962128e-01
1,3.00000000e-02,14,9.44575023e-01,6.22535239e-02,4.19046324e-01
2,5.00000000e-02,14,9.44575023e-01,6.22535239e-02,4.11609837e-01
3,7.00000000e-02,14,9.44575023e-01,6.22535239e-02,4.04865957e-01
4,9.00000000e-02,14,9.44575023e-01,6.22535239e-02,3.98698748e-01
5,1.10000000e-01,14,9.44575023e-01,6.22535239e-02,3.92905759e-01
6,1.30000000e-01,14,9.44575023e-01,6.22535239e-02,3.87519412e-01
7,1.50000000e-01,14,9.44575023e-01,6.22535239e-02,3.82677248e-01
8,1.70000000e-01,14,9.44575023e-01,6.22535239e-02,3.78275529e-01
9,1.90000000e-01,14,9.44575023e-01,6.22535239e-02,3.74206965e-01
10,2.10000000e-01,14,9.44575023e-01,6.22535239e-02,3.70574354e-01
11,2.30000000e-01,14,9.44575023e-01,6.22535239e-02,3.67337698e-01
12,2.50000000e-01,14,9.44575023e-01,6.22535239e-02,3.64482055e-01
13,2.70000000e-01,14,9.44575023e-01,6.22535239e-02,3.62028540e-01
14,2.90000000e-01,14,9.44575023e-01,6.22535239e-02,3.59952988e-01
15,3.10000000e-01,14,9.44575023e-01,6.22535239e-02,3.58270138e-01
16,3.30000000e-01,14,9.44575023e-01,6.22535239e-02,3.56968615e-01
17,3.50000000e-01,14,9.44575023e-01,6.22535239e-02,3.56055261e-01
18,3.70000000e-01,14,9.44575023e-01,6.22535239e-02,3.55526880e-01
19,3.90000000e-01,14,9.44575023e-01,6.22535239e-02,3.55387440e-01
20,4.10000000e-01,14,9.44575023e-01,6.22535239e-02,3.55638032e-01
21,4.30000000e-01,14,9.44575023e-01,6.22535239e-02,3.56282579e-01
22,4.50000000e-01,14,9.44575023e-01,6.22535239e-02,3.57324766e-01
23,4.70000000e-01,14,9.44575023e-01,6.22535239e-02,3.58769723e-01
24,4.90000000e-01,14,9.44575023e-01,6.22535239e-02,3.60623235e-01
25,5.10000000e-01,14,9.44575023e-01,6.22535239e-02,3.62892218e-01
26,5.30000000e-01,14,9.44575023e-01,6.22535239e-02,3.65584592e-01
27,5.50000000e-01,14,9.44575023e-01,6.22535239e-02,3.68709453e-01
28,5.70000000e-01,14,9.44575023e-01,6.22535239e-02,3.72277127e-01
29,5.90000000e-01,14,9.44575023e-01,6.22535239e-02,3.76299302e-01
30,6.10000000e-01,14,9.44575023e-01,6.22535239e-02,3.80789148e-01
31,6.30000000e-01,14,9.44575023e-01,6.22535239e-02,3.85761470e-01
32,6.50000000e-01,14,9.44575023e-01,6.22535239e-02,3.91232881e-01
33,6.70000000e-01,14,9.44575023e-01,6.22535239e-02,3.97222011e-01
34,6.90000000e-01,14,9.44575023e-01,6.22535239e-02,4.03749749e-01
35,7.10000000e-01,14,9.44575023e-01,6.22535239e-02,4.10839532e-01
36,7.30000000e-01,14,9.44575023e-01,6.22535239e-02,4.18517706e-01
37,7.50000000e-01,14,9.44575023e-01,6.22535239e-02,4.26813958e-01
38,7.70000000e-01,14,9.44575023e-01,6.22535239e-02,4.35761869e-01
39,7.90000000e-01,14,9.44575023e-01,6.22535239e-02,4.45399621e-01
40,8.10000000e-01,14,9.44575023e-01,6.22535239e-02,4.55770921e-01
41,8.30000000e-01,14,9.44575023e-01,6.22535239e-02,4.66926254e-01
42,8.50000000e-01,14,9.44575023e-01,6.22535239e-02,4.78924599e-01
43,8.70000000e-01,14,9.44575023e-01,6.22535239e-02,4.91835930e-01
44,8.90000000e-01,14,9.44575023e-01,6.22535239e-02,5.05744784e-01
45,9.10000000e-01,14,9.44575023e-01,6.22535239e-02,5.20756747e-01
46,9.30000000e-01,14,9.44575023e-01,6.22535239e-02,5.37005363e-01
47,9.50000000e-01,14,9.44575023e-01,6.22535239e-02,5.54687868e-01
48,9.70000000e-01,14,9.44575023e-01,6.22535239e-02,5.74007669e-01
49,9.90000000e-01,14,9.44575023e-01,6.22535239e-02,5.95820794e-01
0,1.00000000e-02,15,9.89400935e-01,2.71524594e-02,4.26089995e-01
1,3.00000000e-02,15,9.89400935e-01,2.71524594e-02,4.19288237e-01
2,5.00000000e-02,15,9.89400935e-01,2.71524594e-02,4.11601077e-01
3,7.00000000e-02,15,9.89400935e-01,2.71524594e-02,4.04301849e-01
4,9.00000000e-02,15,9.89400935e-01,2.71524594e-02,3.97582538e-01
5,1.10000000e-01,15,9.89400935e-01,2.71524594e-02,3.91434085e-01
6,1.30000000e-01,15,9.89400935e-01,2.71524594e-02,3.85761271e-01
7,1.50000000e-01,15,9.89400935e-01,2.71524594e-02,3.80496046e-01
8,1.70000000e-01,15,9.89400935e-01,2.71524594e-02,3.75686215e-01
9,1.90000000e-01,15,9.89400935e-01,2.71524594e-02,3.71346263e-01
10,2.10000000e-01,15,9.89400935e-01,2.71524594e-02,3.67407537e-01
11,2.30000000e-01,15,9.89400935e-01,2.71524594e-02,3.63882567e-01
12,2.50000000e-01,15,9.89400935e-01,2.71524594e-02,3.60767565e-01
13,2.70000000e-01,15,9.89400935e-01,2.71524594e-02,3.58046244e-01
14,2.90000000e-01,15,9.89400935e-01,2.71524594e-02,3.55724918e-01
15,3.10000000e-01,15,9.89400935e-01,2.71524594e-02,3.53792916e-01
16,3.30000000e-01,15,9.89400935e-01,2.71524594e-02,3.52253430e-01
17,3.50000000e-01,15,9.89400935e-01,2.71524594e-02,3.51102205e-01
18,3.70000000e-01,15,9.89400935e-01,2.71524594e-02,3.50341056e-01
19,3.90000000e-01,15,9.89400935e-01,2.71524594e-02,3.49969593e-01
20,4.10000000e-01,15,9.89400935e-01,2.71524594e-02,3.49990048e-01
21,4.30000000e-01,15,9.89400935e-01,2.71524594e-02,3.50404552e-01
22,4.50000000e-01,15,9.89400935e-01,2.71524594e-02,3.51216644e-01
23,4.70000000e-01,15,9.89400935e-01,2.71524594e-02,3.52430511e-01
24,4.90000000e-01,15,9.89400935e-01,2.71524594e-02,3.54051432e-01
25,5.10000000e-01,15,9.89400935e-01,2.71524594e-02,3.56085632e-01
26,5.30000000e-01,15,9.89400935e-01,2.71524594e-02,3.58540432e-01
27,5.50000000e-01,15,9.89400935e-01,2.71524594e-02,3.61424286e-01
28,5.70000000e-01,15,9.89400935e-01,2.71524594e-02,3.64746888e-01
29,5.90000000e-01,15,9.89400935e-01,2.71524594e-02,3.68519264e-01
30,6.10000000e-01,15,9.89400935e-01,2.71524594e-02,3.72753899e-01
31,6.30000000e-01,15,9.89400935e-01,2.71524594e-02,3.77464879e-01
32,6.50000000e-01,15,9.89400935e-01,2.71524594e-02,3.82668056e-01
33,6.70000000e-01,15,9.89400935e-01,2.71524594e-02,3.88381248e-01
34,6.90000000e-01,15,9.89400935e-01,2.71524594e-02,3.94624466e-01
35,7.10000000e-01,15,9.89400935e-01,2.71524594e-02,4.01420198e-01
36,7.30000000e-01,15,9.89400935e-01,2.71524594e-02,4.08793750e-01
37,7.50000000e-01,15,9.89400935e-01,2.71524594e-02,4.16773663e-01
38,7.70000000e-01,15,9.89400935e-01,2.71524594e-02,4.25392243e-01
39,7.90000000e-01,15,9.89400935e-01,2.71524594e-02,4.34686236e-01
40,8.10000000e-01,15,9.89400935e-01,2.71524594e-02,4.44697725e-01
